ID,watershed,reach,position,DATE,doc_mg.l,TYPE,Time,tdn_mg.l,na_mg.l,nh4_mg.l,K_mg.l,Mg_mg.l,Ca_mg.l,F_mg.l,Cl_mg.l,NO3_mg.l,PO4_mg.l,SO4_mg.l
435,FC,FC1,rw1,7/11/22,,monitoring,,,2.39,0.01,1.08,1.23,6.88,0.04,0.13,0.11,0,1.61
457,FC,FC1,rw1,7/25/22,,monitoring,,,3.05,0.07,1.09,1.14,5.97,0.03,1.16,0.22,0,1.47
480,FC,FC1,rw1,8/9/22,,synoptic,,,2.81,0.09,1.51,1.34,6.6,0.05,2.59,0.14,0,1.78
528,FC,FC1,rw1,8/22/22,,monitoring,,,2.79,0.02,1.38,1.36,7.2,0.06,0.27,0.12,0,1.65
544,FC,FC1,rw1,9/6/22,,monitoring,,,2.99,0.01,1.13,1.21,7.6,0.06,0.29,0.04,0,1.74
580,FC,FC1,rw1,9/25/22,,synoptic,,,3.21,0.04,1.41,1.29,6.85,0.06,1.02,0.1,0,2.38
320,FC,FC2,rw1,6/6/22,,monitoring,1605,,3.11,0.01,0.84,2.06,10.08,0.06,0.32,0.15,0,1.64
363,FC,FC2,rw1,6/20/22,,synoptic,1615,,2.35,0.04,0.75,1.9,8.8,0.07,0.19,0.12,0,1.74
473,FC,FC2,rw1,8/9/22,,synoptic,,,2.21,0.02,1.3,2.03,12.31,0.07,0.66,0.16,0,1.99
577,FC,FC2,rw1,9/25/22,,synoptic,,,2.61,0.02,1.15,2.11,12.31,0.08,0.7,0.25,0,2.72
356,FC,FC3,rw1,6/20/22,,synoptic,1330,,2.03,0.1,0.86,0.77,4.19,0.05,0.73,0.11,0,1.58
468,FC,FC3,rw1,8/9/22,,synoptic,,,2.74,0.03,0.88,1.13,5.95,0.05,0.74,0.01,0,1.46
574,FC,FC3,rw1,9/25/22,,synoptic,,,2.8,0.03,0.99,1.31,6.5,0.05,0.75,0.14,0,1.78
131,FC,FC4,rw1,7/28/21,2.57,monitoring,1528,0.12,2.4,0.03,0.65,0.97,4.33,0,0.16,0.05,0,1.47
351,FC,FC4,rw1,6/20/22,,synoptic,1115,,2.09,0.03,0.64,0.82,3.67,0.04,0.27,0.07,0,1.44
461,FC,FC4,rw1,8/9/22,,synoptic,,,2.42,0.03,0.64,0.96,4.49,0.03,0.4,0.16,0,1.24
569,FC,FC4,rw1,9/24/22,,synoptic,,,2.39,0.06,0.8,0.97,4.4,0.05,0.6,0.1,0,1.73
347,FC,FC5,rw1,6/20/22,,synoptic,1026,,2.67,0.02,0.84,0.89,4.34,0.05,0.57,0.11,0,1.41
464,FC,FC5,rw1,8/9/22,,synoptic,,,2.94,0.14,0.68,0.88,4.36,0.05,1.03,0.13,0,1.75
566,FC,FC5,rw1,9/24/22,1.68,synoptic,,0.34,,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Lexen,Lexen1,rw1,6/2/21,1.58,monitoring,931,0.1,,,,,,,,,,
63,Lexen,Lexen1,rw1,6/23/21,1.49,monitoring,1240,0.2,1.82,0.01,0.96,1.93,12.59,0.02,0.3,0.07,0,1.59
95,Lexen,Lexen1,rw1,7/15/21,0.91,monitoring,1006,0.12,1.81,0.05,1.03,1.8,11.29,0.01,0.29,0.1,0,1.74
158,Lexen,Lexen1,rw1,8/18/21,1.04,monitoring,1753,0.16,1.89,0.05,0.74,1.83,12.95,0.01,0.22,0.11,0,1.79
163,Lexen,Lexen1,rw1,9/2/21,1.05,monitoring,1104,0.16,1.89,0.02,0.79,2.74,11.02,0.01,0.27,0.04,0,2.43
178,Lexen,Lexen1,rw1,9/16/21,1.01,monitoring,1210,0.16,1.81,0.01,0.72,1.95,14.15,0.01,0.29,0.09,0,1.78
187,Lexen,Lexen1,rw1,9/29/21,1,monitoring,1736,0.15,2,0.02,0.87,2.96,14.12,0.02,0.55,0.11,0,1.81
200,Lexen,Lexen1,rw1,10/6/21,0.92,monitoring,1822,0.15,1.95,0.01,0.77,2.93,13.39,0.02,0.26,0.08,0,1.66
278,Lexen,Lexen1,rw1,5/17/22,,monitoring,9:20,,1.53,0.02,0.67,1.28,9,0.02,0.44,0.12,0,1.82
387,Lexen,Lexen1,rw1,6/21/22,,synoptic,1700,,2.12,0.03,0.82,1.42,11.61,0.04,0.68,0.08,0,1.55
415,Lexen,Lexen1,rw1,6/28/22,,monitoring,,,1.76,0.03,0.67,1.5,12.4,0.03,0.68,0.07,0,1.5
429,Lexen,Lexen1,rw1,7/5/22,1.1702819,monitoring,,0.117,,,,,,,,,,
440,Lexen,Lexen1,rw1,7/11/22,,monitoring,,,1.36,0.02,0.47,1.46,9.9,0.03,0.15,0.06,0,1.3
447,Lexen,Lexen1,rw1,7/25/22,,monitoring,,,1.44,0.02,0.58,1.56,11.59,0.02,0.16,0.08,0,1.44
500,Lexen,Lexen1,rw1,8/10/22,,synoptic,,,1.51,0.03,0.76,1.68,13.21,0.03,0.23,0.19,0,1.53
531,Lexen,Lexen1,rw1,8/22/22,,monitoring,,,1.55,0.04,0.79,1.81,17.12,0.03,0.24,0.17,0,1.63
540,Lexen,Lexen1,rw1,9/6/22,,monitoring,,,1.5,0.01,0.76,1.66,17.37,0.04,0.27,0.2,0,1.81
562,Lexen,Lexen1,rw1,9/24/22,,synoptic,,,1.89,0.01,0.76,1.69,16.16,0.04,0.69,0.17,0,1.75
385,Lexen,Lexen2,rw1,6/21/22,,synoptic,1530,,2.22,0.03,0.53,1.45,10.98,0.05,0.68,0.08,0,1.24
497,Lexen,Lexen2,rw1,8/10/22,,synoptic,,,2.11,0.03,0.67,1.84,11.23,0.03,0.24,0.14,0,1.66
381,Lexen,Lexen2.5,rw1,6/21/22,,synoptic,1500,,2.73,0.06,1.24,2.04,14.16,0.05,0.71,0.16,0,2.23
492,Lexen,Lexen2.5,rw1,8/10/22,,synoptic,,,2,0.04,0.78,1.99,13.56,0.03,0.66,0.18,0,1.33
557,Lexen,Lexen2.5,rw1,9/24/22,,synoptic,,,2.04,0.04,0.86,2.04,12.94,0.04,0.95,0.32,0,1.53
378,Lexen,Lexen3,rw1,6/21/22,,synoptic,1330,,2,0.13,0.77,0.96,6.78,0.02,1.13,0.1,0,0.78
489,Lexen,Lexen3,rw1,8/10/22,,synoptic,,,2.51,0.09,1.2,1.74,12.31,0.02,1.34,0.22,0,1.16
553,Lexen,Lexen3,rw1,9/24/22,,synoptic,,,3.71,0.14,0.88,1.31,15.87,0.02,1.47,0.34,0,1.75
374,Lexen,Lexen4,rw1,6/21/22,,synoptic,1145,,2.39,0.04,0.69,1,6.28,0.03,1.48,0.21,0,0.58
486,Lexen,Lexen4,rw1,8/10/22,,synoptic,,,2.89,0.09,0.96,1.12,7.3,0.02,2.06,0.15,0,0.81
550,Lexen,Lexen4,rw1,9/24/22,0.91,synoptic,,0.09,,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Lexen,Lexen5,rw1,6/23/21,1.04,monitoring,1025,0.06,1.93,0.04,0.82,1.05,6.47,0.02,0.16,0.06,0,1.49
100,Lexen,Lexen5,rw1,7/28/21,2.02,monitoring,916,0.09,1.63,0.02,0.45,1.05,6.9,0.02,0.17,0.05,0,1.33
193,Lexen,Lexen5,rw1,10/6/21,1.01,monitoring,1052,0.08,1.67,0.01,0.43,1.65,12.71,0.02,0.21,0.04,0,1.38
371,Lexen,Lexen5,rw1,6/21/22,,synoptic,1100,,1.35,0.01,0.42,0.95,7.81,0.04,0.1,0.38,0,0.79
484,Lexen,Lexen5,rw1,8/10/22,,synoptic,,,1.45,0.02,0.45,0.94,9,0.03,0.2,0.48,0,0.81
548,Lexen,Lexen5,rw1,9/24/22,,synoptic,,,1.25,0.01,0.45,0.94,7.57,0.04,0.18,0.41,0,0.8
39,DH,DH1,rw2,6/2/21,1.83,monitoring,1550,0.32,,,,,,,,,,
307,DH,DH1,rw2,5/31/22,,monitoring,1200,,1.91,0.01,1.11,2.22,15.57,0.06,0.37,0.03,0,2.86
325,DH,DH1,rw2,6/7/22,,monitoring,930,,1.8,0.01,1.05,1.81,14.36,0.06,0.31,0.05,0,2.97
402,DH,DH2,rw2,6/22/22,,synoptic,1130,,2.09,0.05,1.77,2.16,24.31,0.03,1.49,0.09,0,3.73
512,DH,DH2,rw2,8/11/22,,synoptic,,,2.16,0.02,2.37,1.85,22.47,0.04,1.65,0.17,0,2.95
590,DH,DH2,rw2,10/1/22,1.709,monitoring,,0.3913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,DH,DH3,rw2,6/7/22,9.117,monitoring,,0.3142,,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,FC,FC1,rw2,6/2/21,3.13,monitoring,1740,0.17,,,,,,,,,,
256,FC,FC1,rw2,5/9/22,,monitoring,10:58,,2.66,0.04,1.16,1.5,8.43,0.07,1.54,0.03,0,2.26
282,FC,FC1,rw2,5/17/22,,monitoring,12:00,,2.74,0.03,1.07,1.43,7.22,0.08,0.55,0.06,0,1.97
301,FC,FC1,rw2,5/30/22,,monitoring,1605,,2.96,0.04,1.08,1.58,8.72,0.07,0.52,0.05,0,0.98
321,FC,FC2,rw2,6/6/22,,monitoring,1615,,3.16,0.01,0.83,2.17,10.46,0.06,0.27,0.13,0,2.43
364,FC,FC2,rw2,6/20/22,1.487,synoptic,,0.2768,,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,FC,FC2,rw2,8/9/22,,synoptic,,,2.56,0.02,1.42,2.59,13.33,0.07,0.64,0.19,0,3.18
357,FC,FC3,rw2,6/20/22,10.52,synoptic,,0.5078,,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,FC,FC3,rw2,8/9/22,,synoptic,,,2.77,0.03,0.81,1.4,6.21,0.05,0.75,0.13,0,1.6
573,FC,FC3,rw2,9/25/22,,synoptic,,,2.7,0.07,0.87,1.49,8.37,0.05,0.92,0.15,0,1.65
228,FC,FC4,rw2,10/20/21,2.56,monitoring,1414,0.17,2.15,0,0.56,0.87,4.05,0.01,0.19,0.12,0,1.83
353,FC,FC4,rw2,6/20/22,,synoptic,1145,,2.31,0,0.7,1.02,4.5,0.05,0.36,0.08,0,2.37
462,FC,FC4,rw2,8/9/22,4.9151478,synoptic,,0.7398,,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Lexen,Lexen1,rw2,6/2/21,1.95,monitoring,941,0.21,,,,,,,,,,
533,Lexen,Lexen1,rw2,8/22/22,21.25,monitoring,,1.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,Lexen,Lexen1,rw2,9/6/22,2.13,monitoring,,0.67,,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Lexen,Lexen1,rw2,9/24/22,1.47,synoptic,,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,FC,FC3,rw3,6/20/22,5.266,synoptic,,0.319,,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,FC,FC3,rw3,9/25/22,4.59,synoptic,,0.44,,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,DH,DH1,stream,5/6/21,2.89,monitoring,,0.17,2.02,0.01,1.1,2.42,19.76,0.05,0.26,0.15,0,3.02
25,DH,DH1,stream,5/20/21,4.64,monitoring,,0.11,1.51,0.02,0.92,1.64,18.72,0.02,0.21,0.08,0,2.3
31,DH,DH1,stream,5/26/21,3.19,monitoring,1625,0.08,1.47,0.02,0.98,1.61,17.48,0.02,0.2,0.08,0,2.06
40,DH,DH1,stream,6/2/21,2.18,monitoring,1605,0.07,1.49,0.01,0.83,1.51,17.61,0.02,0.21,0.03,0,2.05
48,DH,DH1,stream,6/9/21,1.56,monitoring,1113,0.08,1.52,0.02,0.97,1.62,17.06,0.03,0.2,0.06,0,1.91
78,DH,DH1,stream,7/1/21,1.22,monitoring,835,0.06,1.77,0.01,1.01,1.71,16.88,0.01,0.22,0.06,0,2.41
89,DH,DH1,stream,7/15/21,0.94,monitoring,800,0.06,1.99,0.03,1.01,1.99,16.74,0.02,0.21,0.11,0,2.58
133,DH,DH1,stream,8/5/21,0.88,monitoring,823,0.04,2,0.02,1.31,2.72,17.32,0.01,0.22,0.12,0,2.73
155,DH,DH1,stream,8/18/21,0.78,monitoring,1652,0.05,2.02,0.02,1.37,2.93,19.16,0.01,0.23,0.09,0,2.72
160,DH,DH1,stream,9/2/21,0.8,monitoring,847,0.06,2.14,0.02,1.4,2.95,20.26,0.01,0.24,0.09,0,3.05
172,DH,DH1,stream,9/16/21,0.76,monitoring,1000,0.06,2.1,0.02,1.38,3.04,21.27,0.01,0.24,0.16,0,3.02
185,DH,DH1,stream,9/29/21,0.58,monitoring,1650,0.06,2,0.01,1.43,3.03,22.15,0.01,0.25,0.14,0,2.99
212,DH,DH1,stream,10/20/21,0.57,monitoring,1100,0.06,1.89,0.01,1.34,2.74,23.45,0.05,0.21,0.12,0,2.94
232,DH,DH1,stream,11/16/21,0.53,monitoring,911,0.06,2.06,0.02,1.31,3.7,26.17,0.03,0.23,0.06,0,2.53
236,DH,DH1,stream,12/14/21,0.51,monitoring,830,0.05,2.1,0.02,1.3,3.75,26.48,0.04,0.21,0.1,0,2.56
240,DH,DH1,stream,1/18/22,0.51,monitoring,830,0.07,2.24,0.03,1.18,3.25,20.4,0.05,0.24,0.12,0,2.78
244,DH,DH1,stream,2/15/22,1.36,monitoring,900,0.12,2.59,0.03,1.42,2.95,21.11,0.03,0.26,0.14,0.42,3.05
248,DH,DH1,stream,4/15/22,,monitoring,10:14,,1.94,0.06,1.24,2.65,20.45,0.03,0.22,0.11,0,2.79
286,DH,DH1,stream,5/18/22,,monitoring,8:30,,1.57,0.07,0.85,2.08,19.35,0.04,0.31,0.08,0,1.82
306,DH,DH1,stream,5/31/22,2.52,,,0.09,,NA,NA,NA,NA,NA,NA,NA,NA,
322,DH,DH1,stream,6/7/22,1.982,monitoring,,0.06494,,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,DH,DH1,stream,6/22/22,0.9137438,synoptic,,0.05397,,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,DH,DH1,stream,6/22/22,,synoptic,1230,,1.63,0.03,0.88,2.17,26.03,0.04,0.21,0.11,0,1.96
420,DH,DH1,stream,6/28/22,0.8271298,monitoring,,0.03295,,,,,,,,,,
425,DH,DH1,stream,7/5/22,0.8764763,monitoring,,0.03636,,,,,,,,,,
443,DH,DH1,stream,7/11/22,,monitoring,,,1.53,0.04,1.16,2.39,17.73,0.04,0.27,0.03,0,2.41
450,DH,DH1,stream,7/25/22,,monitoring,,,1.6,0.04,1.26,2.4,23.45,0.03,0.3,0.18,0,2.65
519,DH,DH1,stream,8/11/22,,synoptic,,,1.52,0.04,1.36,2.28,25.61,0.03,0.23,0.11,0,2.6
521,DH,DH1,stream,8/22/22,,synoptic,,,1.24,0.02,1.35,2.09,24.51,0.04,0.25,0.16,0,2.66
536,DH,DH1,stream,9/6/22,,monitoring,,,1.4,0.02,1.32,2.01,22.24,0.03,0.22,0.06,0,2.62
595,DH,DH1,stream,10/1/22,,monitoring,,,1.56,0.04,1.38,2.49,25.74,0.03,0.32,0.07,0,2.99
517,DH,DH1.5,stream,8/11/22,,synoptic,,,1.8,0.01,1.09,2.24,10.35,0.03,0.21,0.21,0,2.1
81,DH,DH2,stream,7/1/21,0.95,monitoring,1012,0.05,1.77,0.03,1.12,1.71,16.04,0,0.19,0.1,0,2.47
342,DH,DH2,stream,6/8/22,,monitoring,1115,,1.31,0.01,0.76,2.14,20.35,0.05,0.17,0.1,0,1.62
401,DH,DH2,stream,6/22/22,,synoptic,1130,,1.49,0.03,0.83,2.27,25.41,0.04,0.41,0.23,0,1.78
514,DH,DH2,stream,8/11/22,,synoptic,,,1.94,0.01,1.14,2.45,27.61,0.04,0.33,0.26,0,2.12
592,DH,DH2,stream,10/1/22,,monitoring,,,1.35,0.01,1.18,2.56,40.91,0.03,0.3,0.25,0,2.34
404,DH,DH2.5,stream,6/22/22,,synoptic,1145,,1.29,0.03,0.79,2.37,29.67,0.01,0.2,0.22,0,1.61
516,DH,DH2.5,stream,8/11/22,,synoptic,,,2.07,0.01,0.88,1.89,24.74,0.01,0.25,0.25,0,1.65
332,DH,DH3,stream,6/7/22,,monitoring,1215,,0.92,0.01,0.3,1.81,21.8,0.01,0.16,0.38,0,0.84
340,DH,DHN1,stream,6/8/22,,monitoring,1045,,1.79,0,0.75,2.45,20.09,0.03,0.23,0.04,0,2.4
337,DH,DHN2,stream,6/8/22,,monitoring,1000,,1.79,0.03,0.66,3.93,35.67,0.02,0.35,0.06,0,4.07
85,DH,DHS1,stream,7/1/21,0.8,monitoring,1140,0.06,1.36,0.03,0.77,2.47,16.08,0.01,0.15,0.06,0,1.49
142,DH,DHS1,stream,8/5/21,0.67,monitoring,1058,0.04,1.5,0.01,1,2.7,23.51,0.01,0.13,0.09,0,1.79
203,DH,DHS1,stream,10/19/21,0.6,monitoring,1715,0.06,1.6,0.01,1.04,2.93,24,0.01,0.16,0.18,0,1.86
326,DH,DHS1,stream,6/7/22,,monitoring,1020,,1.12,0.06,0.52,1.64,20.57,0.03,0.19,0.03,0,1.9
398,DH,DHS1,stream,6/22/22,,synoptic,1100,,1.2,0.01,0.59,2.16,24.38,0.03,0.13,0.17,0,1.81
510,DH,DHS1,stream,8/11/22,,synoptic,,,1.75,0.01,0.97,2.61,24.31,0.04,0.31,0.32,0,1.82
396,DH,DHS1.5,stream,6/22/22,,synoptic,1000,,1.36,0.01,0.58,2.27,31.73,0.01,0.16,0.16,0,1.48
508,DH,DHS1.5,stream,8/11/22,,synoptic,,,1.51,0.03,0.91,2.62,34.45,0.02,0.25,0.3,0,1.74
146,DH,DHS2,stream,8/5/21,7.04,monitoring,1155,0.07,1.61,0.03,0.93,2.4,19.71,0.01,0.15,0.11,0,1.38
202,DH,DHS2,stream,10/19/21,7.84,monitoring,1645,0.09,1.56,0.03,0.92,2.98,24.53,0.03,0.12,0.13,0,1.67
505,DH,DHS2,stream,8/11/22,,synoptic,,,1.38,0.01,0.42,1.88,26.73,0.03,0.17,0.15,0,1
583,DH,DHS2,stream,9/25/22,,synoptic,,,1.09,0,0.63,2.15,28.07,0.02,0.18,0.28,0,1.2
588,DH,DHS2,stream,10/1/22,,monitoring,,,1.21,0.02,1.02,2.45,32.45,0.03,0.26,0.23,0,2.24
335,DH,DHS2L,stream,6/8/22,,monitoring,900,,1.06,0.01,0.38,2.22,21.1,0.02,0.18,0.1,0,1.54
395,DH,DHS2L,stream,6/22/22,,synoptic,900,,1.96,0.02,0.41,2.39,26.71,0.03,0.41,0.32,0,1.16
506,DH,DHS2L,stream,8/11/22,,synoptic,,,1.53,0.01,0.57,2.36,28.51,0.03,0.19,0.27,0,1.58
584,DH,DHS2L,stream,9/25/22,,synoptic,,,1.24,0,0.6,2.91,32.41,0.02,0.21,0.32,0,2.42
393,DH,DHS3,stream,6/22/22,,synoptic,830,,1.09,0.02,0.41,2.16,24.31,0.01,0.12,0.33,0,0.89
432,ESLC,ES1,stream,7/5/22,1.8612755,monitoring,,0.08361,,,,,,,,,,
4,ESLC,ESLC1,stream,5/6/21,2.47,monitoring,,0.27,1.67,0.03,0.82,0.87,4.93,0.02,0.26,0.34,0,3.01
27,ESLC,ESLC1,stream,5/20/21,3.31,monitoring,,0.2,1.34,0.04,0.56,0.83,4.75,0.01,0.28,0.19,0,2.16
29,ESLC,ESLC1,stream,5/26/21,4.28,monitoring,1450,0.19,1.46,0.03,0.51,0.89,4.51,0.02,0.25,0.2,0,1.92
41,ESLC,ESLC1,stream,6/2/21,4.98,monitoring,1640,0.2,1.43,0.02,0.55,0.7,3.93,0.01,0.2,0.18,0,1.34
49,ESLC,ESLC1,stream,6/9/21,4.98,monitoring,1306,0.18,1.49,0.02,0.52,0.63,3.69,0.01,0.2,0.13,0,1.37
88,ESLC,ESLC1,stream,7/1/21,2.3,monitoring,1245,0.09,1.83,0.01,0.46,0.44,3.44,0.02,0.18,0.13,0,1.55
96,ESLC,ESLC1,stream,7/15/21,1.95,monitoring,1058,0.08,2.03,0.03,0.48,0.48,3.26,0.02,0.13,0.13,0,1.9
147,ESLC,ESLC1,stream,8/5/21,2.09,monitoring,1255,0.08,2.21,0.02,0.63,0.51,2.64,0.02,0.15,0.12,0,2
152,ESLC,ESLC1,stream,8/18/21,1.92,monitoring,1600,0.09,2.31,0.03,0.64,0.54,2.65,0.02,0.15,0.14,0,2.12
167,ESLC,ESLC1,stream,9/2/21,1.61,monitoring,1213,0.09,2.53,0.02,0.65,0.58,3.03,0.02,0.19,0.17,0,2.35
179,ESLC,ESLC1,stream,9/16/21,1.31,monitoring,1300,0.07,2.56,0.01,0.73,1.12,5.62,0.02,0.19,0.15,0,2.45
191,ESLC,ESLC1,stream,9/30/21,1.2,monitoring,848,0.09,2.49,0.01,0.73,1.18,5.31,0.02,0.22,0.31,0,2.48
214,ESLC,ESLC1,stream,10/20/21,1.25,monitoring,1150,0.11,2.49,0.04,0.77,1.15,5.61,0.02,0.28,0.33,0,2.51
235,ESLC,ESLC1,stream,11/16/21,1.2,monitoring,1200,0.12,2.29,0.01,0.64,1.51,7.03,0.01,0.18,0.32,0,2.2
239,ESLC,ESLC1,stream,12/14/21,1.19,monitoring,1145,0.14,2.43,0.01,0.6,1.28,6.51,0.01,0.17,0.58,0,2.79
243,ESLC,ESLC1,stream,1/18/22,1.15,monitoring,1220,0.16,2.47,0.02,0.61,1.27,6.38,0.02,0.21,0.59,0,2.79
247,ESLC,ESLC1,stream,2/15/22,1.24,monitoring,11:00,0.23,2.48,0.02,0.78,1.37,7.02,0.01,0.25,0.67,0,2.84
251,ESLC,ESLC1,stream,4/15/22,,monitoring,1:00,,2.41,0.03,0.82,1.36,7.02,0.01,0.2,0.47,0,2.84
259,ESLC,ESLC1,stream,5/9/22,,monitoring,15:05,,2.1,0.03,0.89,1.2,6.02,0.01,0.31,0.38,0,2.07
280,ESLC,ESLC1,stream,5/17/22,,monitoring,11:05,,1.84,0.03,0.76,1.04,5.61,0.02,0.36,0.29,0,2.12
299,ESLC,ESLC1,stream,5/30/22,,monitoring,1450,,1.82,0.02,0.79,0.93,5.85,0.02,0.31,0.16,0,1.63
313,ESLC,ESLC1,stream,6/6/22,,monitoring,1315,,1.6,0.01,0.57,0.8,5.4,0.02,0.22,0.18,0,1.45
413,ESLC,ESLC1,stream,6/28/22,,monitoring,,,1.56,0.04,0.55,0.72,4.97,0.09,0.2,0.05,0,1.52
438,ESLC,ESLC1,stream,7/11/22,,monitoring,,,1.59,0.03,0.52,0.72,4.7,0.06,0.16,0.05,0,1.36
458,ESLC,ESLC1,stream,7/25/22,,monitoring,,,1.56,0.04,0.5,0.85,4.58,0.08,0.15,0.06,0,1.5
504,ESLC,ESLC1,stream,8/11/22,,synoptic,,,2.05,0.01,0.64,0.95,5.78,0.02,0.2,0.2,0,1.94
527,ESLC,ESLC1,stream,8/22/22,,monitoring,,,1.76,0.01,0.69,0.95,5.28,0.02,0.14,0.1,0,1.74
546,ESLC,ESLC1,stream,9/6/22,,monitoring,,,1.66,0,0.67,1.06,5.78,0.02,0.17,0.24,0,2.18
596,ESLC,ESLC1,stream,10/1/22,,monitoring,,,2.17,0.01,0.83,1.1,6.47,0.02,0.14,0.24,0,2.55
3,FC,FC1,stream,5/6/21,3.17,monitoring,,0.2,2.74,0.01,0.88,1.39,5.94,0.01,0.28,0.09,0.48,3.13
26,FC,FC1,stream,5/20/21,2.99,monitoring,,0.18,2.5,0.01,0.85,1.38,6.2,0.06,0.42,0.09,0,2.35
30,FC,FC1,stream,5/26/21,5.78,monitoring,1515,0.16,2.41,0.03,0.78,1.18,6.06,0.02,0.35,0.09,0,2.3
42,FC,FC1,stream,6/2/21,5.87,monitoring,1706,0.12,2.08,0.02,0.69,1.1,5.98,0.05,0.31,0.05,0,2.24
50,FC,FC1,stream,6/9/21,6.83,monitoring,1502,0.13,2.15,0.01,0.62,0.86,5.97,0.02,0.33,0.05,0,1.6
65,FC,FC1,stream,6/23/21,3.31,monitoring,1440,0.12,2.47,0.02,0.68,1.03,4.61,0.06,0.22,0.04,0,1.84
97,FC,FC1,stream,7/15/21,1.89,monitoring,1120,0.09,2.86,0.02,0.72,1.27,4.38,0.05,0.11,0.04,0,2.05
117,FC,FC1,stream,7/28/21,1.93,monitoring,1350,0.07,2.83,0.02,0.74,1.42,4.42,0.05,0.11,0.08,0,2.1
151,FC,FC1,stream,8/18/21,1.64,monitoring,1532,0.06,3.03,0.02,0.9,1.63,4.23,0.05,0.2,0.04,0,2.13
168,FC,FC1,stream,9/2/21,1.55,monitoring,1224,0.06,3.29,0.02,0.9,1.77,4.76,0.06,0.23,0.05,0,2.47
180,FC,FC1,stream,9/16/21,1.65,monitoring,1330,0.07,3.26,0.02,0.87,1.77,8.59,0.05,0.25,0.03,0,2.45
216,FC,FC1,stream,10/20/21,1.57,monitoring,1218,0.05,3.21,0.01,1,1.96,7.67,0.05,0.34,0.08,0,2.34
234,FC,FC1,stream,11/16/21,1.56,monitoring,1130,0.05,2.94,0.03,0.88,2.21,10.03,0.04,0.23,0.05,0,2.23
238,FC,FC1,stream,12/14/21,1.46,monitoring,1015,0.06,3.17,0.02,0.87,2.11,9.33,0.06,0.25,0.13,0,2.72
242,FC,FC1,stream,1/18/22,1.52,monitoring,1130,0.07,3.03,0.01,0.81,1.8,9.07,0.04,0.2,0.12,0,2.64
246,FC,FC1,stream,2/15/22,3.8,monitoring,1045,0.08,3.03,0.02,1.06,1.93,10.23,0.03,0.22,0.07,0,2.6
250,FC,FC1,stream,4/15/22,,monitoring,12:30,,2.92,0.03,1,1.89,10.28,0.04,0.21,0.02,0,2.49
258,FC,FC1,stream,5/9/22,,monitoring,11:30,,2.61,0.03,1.02,1.75,9.09,0.03,0.27,0.05,0,2.49
281,FC,FC1,stream,5/17/22,,monitoring,11:54,,2.63,0.01,0.87,1.52,8.23,0.04,0.36,0.05,0,2.17
303,FC,FC1,stream,5/30/22,,monitoring,1615,,2.19,0.02,0.86,1.67,8.75,0.03,0.47,0.07,0,1.66
314,FC,FC1,stream,6/6/22,,monitoring,1420,,2.31,0.01,0.79,1.22,6.95,0.04,0.25,0.08,0,1.8
366,FC,FC1,stream,6/20/22,3.09,synoptic,1800,0.26,1.99,0.01,0.76,1.07,6.8,0.05,0.18,0.09,0,1.65
409,FC,FC1,stream,6/28/22,,monitoring,,,2.02,0.02,0.87,1.17,7.21,0.04,0.16,0.07,0,1.52
421,FC,FC1,stream,7/5/22,2.3106879,monitoring,,0.05735,,,,,,,,,,
453,FC,FC1,stream,7/25/22,,monitoring,,,2.1,0.03,0.71,1.23,6.99,0.04,0.13,0.01,0,1.39
479,FC,FC1,stream,8/9/22,,synoptic,,,2.45,0.02,1.02,1.62,7.21,0.04,0.12,0.03,0,1.83
524,FC,FC1,stream,8/22/22,,monitoring,,,2.67,0,1.01,1.57,9.01,0.05,0.16,0.04,0,1.68
545,FC,FC1,stream,9/6/22,,monitoring,,,3.06,0,0.93,1.43,8.43,0.06,0.24,0.03,0,2.07
579,FC,FC1,stream,9/25/22,,synoptic,,,3.15,0,0.97,1.79,9.71,0.05,0.31,0.05,0,2.27
367,FC,FC1.25,stream,6/20/22,3.08,synoptic,1800,0.16,,,,,,,,,,
478,FC,FC1.25,stream,8/9/22,,synoptic,,,1.67,0.02,0.88,1.46,6.71,0.05,0.12,0.14,0,1.8
365,FC,FC1.5,stream,6/20/22,3.7,synoptic,1730,0.13,1.94,0.01,0.72,1.11,5.92,0.04,0.15,0.08,0,1.57
477,FC,FC1.5,stream,8/9/22,,synoptic,,,2.03,0.01,0.89,1.51,8.91,0.04,0.14,0.13,0,1.91
476,FC,FC1.75,stream,8/9/22,,synoptic,,,1.81,0.03,1.57,1.2,6.71,0.05,0.12,0.11,0,2.1
