ID,watershed,reach,position,DATE,doc_mg.l,TYPE,Time,tdn_mg.l,na_mg.l,nh4_mg.l,K_mg.l,Mg_mg.l,Ca_mg.l,F_mg.l,Cl_mg.l,NO3_mg.l,PO4_mg.l,SO4_mg.l
183,FC,FC1,lw1,9/16/21,1.9,monitoring,1410,0.13,3.24,0.04,1.27,1.96,9.91,0.06,0.36,0.03,0,2.31
215,FC,FC1,lw1,10/20/21,1.97,monitoring,1212,0.08,2.93,0.05,1.38,2.52,5.41,0.01,0.31,0.05,0.01,2.64
284,FC,FC1,lw1,5/17/22,,monitoring,12:15,,2.62,0.06,1.5,2.91,15.01,0.07,0.76,0.07,0,4.43
300,FC,FC1,lw1,5/30/22,,monitoring,1620,,3.29,0.07,1.42,2.49,12.43,0.06,0.71,0.1,0,3.31
316,FC,FC1,lw1,6/6/22,,monitoring,1500,,3.06,0.07,1.23,2.36,13.21,0.04,0.76,0.1,0,1.98
370,FC,FC1,lw1,6/20/22,,synoptic,1845,,2.71,0.06,1.33,2.38,12.28,0.05,0.72,0.13,0,2.13
410,FC,FC1,lw1,6/28/22,,monitoring,,,3.09,0.05,1.48,2.55,13.44,0.04,0.64,0.12,0,2.38
423,FC,FC1,lw1,7/5/22,3.6859251,monitoring,,0.1783,,,,,,,,,,
436,FC,FC1,lw1,7/11/22,,monitoring,,,3.12,0.04,1.55,2.61,12.34,0.04,0.62,0.2,0,1.96
454,FC,FC1,lw1,7/25/22,,monitoring,,,3.19,0.09,1.52,2.77,9.72,0.05,1.06,0.17,0,1.53
481,FC,FC1,lw1,8/9/22,,synoptic,,,3.09,0.09,1.59,2.65,10.45,0.06,1.77,0.17,0,1.52
525,FC,FC1,lw1,8/22/22,,monitoring,,,3.15,0.04,1.66,2.02,11.67,0.06,0.61,0.14,0,1.6
543,FC,FC1,lw1,9/6/22,,monitoring,,,3.21,0.01,1.37,2,12.71,0.06,0.66,0.14,0,1.94
581,FC,FC1,lw1,9/25/22,,synoptic,,,3.45,0.03,1.43,2.76,16.36,0.07,0.63,0.1,0,2.01
361,FC,FC2,lw1,6/20/22,,synoptic,1600,,3.75,0.05,1.37,2.84,12.47,0.09,0.42,0.1,0,2.35
475,FC,FC2,lw1,8/9/22,,synoptic,,,3.21,0.08,1.49,2.75,13.41,0.1,1.23,0.17,0,2.74
578,FC,FC2,lw1,9/25/22,,synoptic,,,3.45,0.02,1.45,2.9,13.51,0.01,0.57,0.14,0,2.84
358,FC,FC3,lw1,6/20/22,,synoptic,1345,,1.88,0.08,0.74,0.81,5.29,0.04,0.39,0.14,0,1.38
469,FC,FC3,lw1,8/9/22,,synoptic,,,2.66,0.04,0.8,1.03,5.22,0.04,0.75,0.2,0,1.28
575,FC,FC3,lw1,9/25/22,,synoptic,,,2.77,0.04,1.03,1.1,5.23,0.04,0.82,0.25,0,1.67
75,FC,FC4,lw1,6/23/21,3.66,monitoring,1620,0.22,2.22,0.02,0.68,0.97,3.83,0.02,0.23,0.07,0,1.87
231,FC,FC4,lw1,10/20/21,2.3,monitoring,1431,0.14,2.34,0.01,0.76,0.99,4.29,0.02,0.24,0,0,1.7
460,FC,FC4,lw1,8/9/22,,synoptic,,,2.38,0.05,0.71,0.87,4.34,0.03,0.53,0.14,0,1.2
570,FC,FC4,lw1,9/24/22,1.45,synoptic,,0.13,,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,FC,FC5,lw1,6/20/22,,synoptic,1030,,2.25,0.1,0.94,0.74,3.58,0.04,0.69,0.09,0,1.29
465,FC,FC5,lw1,8/9/22,,synoptic,,,2.97,0.07,0.56,0.92,4.53,0.04,0.64,0.17,0,1.82
567,FC,FC5,lw1,9/24/22,,synoptic,,,2.85,0.06,0.77,0.97,4.78,0.06,0.97,0.23,0,2.03
33,Lexen,Lexen1,lw1,6/2/21,1.33,monitoring,920,0.11,,,,,,,,,,
94,Lexen,Lexen1,lw1,7/15/21,0.83,monitoring,956,0.13,1.78,0.05,0.66,1.69,12.61,0,0.26,0.05,0,1.87
156,Lexen,Lexen1,lw1,8/18/21,1.02,monitoring,1740,0.14,1.87,0.03,0.69,1.72,12.81,0.01,0.26,0.08,0,1.71
164,Lexen,Lexen1,lw1,9/2/21,1,monitoring,1113,0.09,1.91,0.01,0.74,2.84,14.01,0.01,0.27,0.03,0,2.54
177,Lexen,Lexen1,lw1,9/16/21,0.7,monitoring,1200,0.14,1.79,0.03,0.73,1.85,14.15,0.01,0.31,0.05,0,1.91
189,Lexen,Lexen1,lw1,9/29/21,0.66,monitoring,1750,0.11,1.82,0.02,0.74,2.95,14.02,0.01,0.41,0.05,0,1.97
297,Lexen,Lexen1,lw1,5/30/22,,monitoring,1300,,1.45,0.01,0.64,1.44,12.35,0.03,0.26,0.12,0,2.19
311,Lexen,Lexen1,lw1,6/6/22,,monitoring,1100,,1.45,0.01,0.65,1.56,12.12,0.02,0.24,0.17,0,1.46
390,Lexen,Lexen1,lw1,6/21/22,,synoptic,1700,,1.48,0.03,0.46,1.33,11.03,0.03,0.29,0.09,0,1.33
416,Lexen,Lexen1,lw1,6/28/22,,monitoring,,,1.07,0.02,0.5,1.33,10.92,0.03,0.2,0.07,0,1.26
430,Lexen,Lexen1,lw1,7/5/22,1.114505,monitoring,,0.04364,,,,,,,,,,
441,Lexen,Lexen1,lw1,7/11/22,,monitoring,,,1.3,0.03,0.67,1.39,10.38,0.03,0.26,0.13,0,1.35
448,Lexen,Lexen1,lw1,7/25/22,,monitoring,,,1.7,0.03,0.69,1.65,11.97,0.03,0.47,0.22,0,1.51
502,Lexen,Lexen1,lw1,8/10/22,,synoptic,,,1.58,0.01,0.63,1.56,12.62,0.03,0.31,0.2,0,1.41
530,Lexen,Lexen1,lw1,8/22/22,,monitoring,,,1.59,0.03,0.73,1.89,16.87,0.03,0.19,0.23,0,1.61
538,Lexen,Lexen1,lw1,9/6/22,1.05,monitoring,,0.06,,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Lexen,Lexen1,lw1,9/24/22,1.02,synoptic,,0.08,,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,Lexen,Lexen2,lw1,6/21/22,,synoptic,1530,,2.58,0.03,0.68,1.5,12.03,0.04,1.01,0.15,0,1.68
498,Lexen,Lexen2,lw1,8/10/22,,synoptic,,,2.01,0.02,0.8,1.77,13.21,0.03,0.87,0.21,0,1.55
559,Lexen,Lexen2,lw1,9/24/22,,synoptic,,,1.96,0.01,0.71,1.62,18.49,0.04,0.96,0.25,0,1.92
493,Lexen,Lexen2.5,lw1,8/10/22,,synoptic,,,2.19,0.03,1.03,1.98,12.45,0.03,1.43,0.27,0,2.57
556,Lexen,Lexen2.5,lw1,9/24/22,,synoptic,,,2.15,0.03,0.96,1.79,15.36,0.04,1.05,0.11,0,2.66
377,Lexen,Lexen3,lw1,6/21/22,,synoptic,1330,,2.6,0.07,0.75,1.14,8.78,0.03,1.61,0.08,0,1.04
490,Lexen,Lexen3,lw1,8/10/22,,synoptic,,,2.67,0.01,0.89,1.48,14.41,0.02,1.83,0.17,0,1.15
552,Lexen,Lexen3,lw1,9/24/22,1.45,synoptic,,0.4,,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,FC,FC1,lw2,6/2/21,4.81,monitoring,1802,0.25,,,,,,,,,,
150,FC,FC1,lw2,8/18/21,2.12,monitoring,1527,0.33,1.7,0.03,2.66,0.68,3.44,0.1,0.69,0.1,0,1.41
304,FC,FC1,lw2,5/30/22,,monitoring,1635,,2.33,0.03,1.33,2.5,22.28,0.05,0.61,0.06,0,3.48
317,FC,FC1,lw2,6/6/22,,monitoring,1505,,3.32,0.03,1.36,2.4,12.93,0.04,0.66,0.11,0,2.46
369,FC,FC1,lw2,6/20/22,,synoptic,1820,,2.62,0.05,1.44,2.33,11.53,0.04,0.56,0.14,0,2.16
411,FC,FC1,lw2,6/28/22,,monitoring,,,2.51,0.03,1.41,2.37,8.77,0.06,0.57,0.04,0,1.92
424,FC,FC1,lw2,7/5/22,7.8478741,monitoring,,0.2911,,,,,,,,,,
437,FC,FC1,lw2,7/11/22,,monitoring,,,2,0.05,1.31,2.27,11.85,0.04,0.53,0.1,0,2.16
456,FC,FC1,lw2,7/25/22,,monitoring,,,1.54,0.02,1.85,2.07,6.02,0.04,1.18,0.05,0,1.61
482,FC,FC1,lw2,8/9/22,,synoptic,,,1.54,0.04,1.76,1.92,6.78,0.05,1.34,0.03,0,1.82
526,FC,FC1,lw2,8/22/22,,monitoring,,,1.4,0,3.21,1.87,6.73,0.04,0.44,0.04,0,1.47
542,FC,FC1,lw2,9/6/22,2.43,monitoring,,0.18,,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,FC,FC1,lw2,9/25/22,4.54,synoptic,,0.4,,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,FC,FC2,lw2,6/6/22,,monitoring,1555,,2.23,0.01,0.66,0.88,4.63,0.09,0.56,0.09,0,1.05
362,FC,FC2,lw2,6/20/22,,synoptic,1600,,1.83,0.02,0.57,0.91,4.46,0.03,0.31,0.09,0,1.45
352,FC,FC4,lw2,6/20/22,,synoptic,1130,,2.23,0.05,0.76,0.81,3.47,0.05,0.38,0.09,0,1.34
32,Lexen,Lexen1,lw2,6/2/21,1.83,monitoring,905,0.12,,,,,,,,,,
93,Lexen,Lexen1,lw2,7/15/21,1.1,monitoring,945,0.14,1.92,0.01,1.05,1.48,16.98,0,0.42,0.06,0,3.91
115,Lexen,Lexen1,lw2,7/28/21,1.21,monitoring,1220,0.06,1.99,0.01,1.04,1.68,16.11,0.01,0.31,0.04,0,3.92
157,Lexen,Lexen1,lw2,8/18/21,1.13,monitoring,1746,0.15,1.99,0.02,1.04,1.52,14.31,0.02,0.48,0.05,0,4.23
166,Lexen,Lexen1,lw2,9/2/21,1.81,monitoring,1133,0.09,2.14,0.01,1.06,2.65,16.67,0.01,0.49,0.03,0,3.82
176,Lexen,Lexen1,lw2,9/16/21,1.93,monitoring,1150,0.22,1.7,0.01,1.04,1.88,16.24,0.01,0.65,0.05,0,3.48
190,Lexen,Lexen1,lw2,9/29/21,1.92,monitoring,1755,0.21,2.05,0.02,1.06,2.83,17.87,0.01,0.7,0.04,0,3.29
198,Lexen,Lexen1,lw2,10/6/21,1.22,monitoring,1815,0.3,1.91,0.02,1.05,2.49,15.38,0.01,0.8,0.05,0,3.51
296,Lexen,Lexen1,lw2,5/30/22,,monitoring,1255,,2.78,0.02,2.02,3.37,35.45,0.02,1.05,0.17,0,4.9
310,Lexen,Lexen1,lw2,6/6/22,,monitoring,1045,,1.94,0.02,1.99,2.88,33.02,0.03,0.78,0.15,0,4.53
391,Lexen,Lexen1,lw2,6/21/22,,synoptic,1700,,1.45,0.03,1.21,3.03,23.45,0.05,0.66,0.11,0,4.74
417,Lexen,Lexen1,lw2,6/28/22,0.697564,monitoring,,0.05871,,,,,,,,,,
431,Lexen,Lexen1,lw2,7/5/22,0.8524248,monitoring,,0.1616,,,,,,,,,,
442,Lexen,Lexen1,lw2,7/11/22,,monitoring,,,1.32,0.02,0.52,1.29,9.89,0.04,0.22,0.1,0,4.24
449,Lexen,Lexen1,lw2,7/25/22,,monitoring,,,1.45,0.02,0.54,1.55,10.73,0.03,0.22,0.09,0,4.35
501,Lexen,Lexen1,lw2,8/10/22,,synoptic,,,1.51,0.01,2.53,3.16,15.61,0.03,0.65,0.25,0,4.32
532,Lexen,Lexen1,lw2,8/22/22,,monitoring,,,1.28,0.03,2.2,2.49,21.8,0.03,0.68,0.24,0,4.08
537,Lexen,Lexen1,lw2,9/6/22,0.83,monitoring,,0.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Lexen,Lexen1,lw2,9/24/22,,synoptic,,,2.1,0.03,2.11,2.55,34.08,0.04,1.11,0.24,0,4.36
382,Lexen,Lexen2.5,lw2,6/21/22,,synoptic,1500,,2.75,0.07,1.11,1.02,6.86,0.04,1.66,0.11,0,1.03
494,Lexen,Lexen2.5,lw2,8/10/22,NA,synoptic,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Lexen,Lexen2.5,lw2,9/24/22,1.55,synoptic,,0.7,,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,FC,FC3,lw4,6/20/22,8.124,synoptic,,0.3045,,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,FC,FC4,lw4,6/20/22,,synoptic,930,,1.7,0.04,0.78,0.42,3.52,0.05,0.92,0.15,0,0.69
38,DH,DH1,rw1,6/2/21,1.69,monitoring,1534,0.36,,,,,,,,,,
79,DH,DH1,rw1,7/1/21,1.22,monitoring,850,0.16,2.05,0.01,1.01,1.91,16.08,0,0.21,0.07,0,3.59
91,DH,DH1,rw1,7/15/21,0.78,monitoring,830,0.09,2.09,0.02,1.34,1.93,18.2,0.02,0.3,0.1,0,3.2
134,DH,DH1,rw1,8/5/21,1.53,monitoring,840,0.1,2.13,0.03,1.53,2.25,18.2,0,0.21,0.11,0,3.03
154,DH,DH1,rw1,8/18/21,0.99,monitoring,1645,0.12,2.38,0.04,1.56,2.92,18.76,0.01,0.26,0.11,0,2.87
162,DH,DH1,rw1,9/2/21,1.23,monitoring,1006,0.13,2.05,0.02,1.54,3.08,20.11,0.01,0.31,0.21,0,2.79
174,DH,DH1,rw1,9/16/21,1.34,monitoring,1030,0.15,2.26,0.03,1.49,3,20.81,0.01,0.27,0.16,0,2.96
186,DH,DH1,rw1,9/29/21,0.66,monitoring,1656,0.15,2,0.03,1.36,3.53,22.38,0.01,0.22,0.15,0,3.08
213,DH,DH1,rw1,10/20/21,0.68,monitoring,1105,0.11,1.76,0.01,1.28,2.67,25.65,0.02,0.2,0.12,0,2.93
324,DH,DH1,rw1,6/7/22,,monitoring,900,,1.37,0.03,0.9,1.32,13.22,0.02,0.33,0.11,0,2.31
407,DH,DH1,rw1,6/22/22,,synoptic,1230,,1.39,0.03,0.94,1.91,16.83,0.01,0.71,0.13,0,2.37
419,DH,DH1,rw1,6/28/22,2.1309229,monitoring,,0.1366,,,,,,,,,,
427,DH,DH1,rw1,7/5/22,1.7518534,monitoring,,0.1349,,,,,,,,,,
444,DH,DH1,rw1,7/11/22,,monitoring,,,1.42,0.02,0.92,1.98,15.41,0.04,0.88,0.14,0,2.16
452,DH,DH1,rw1,7/25/22,,monitoring,,,2.05,0.04,1.24,2.07,15.16,0.04,0.72,0.16,0,2.11
518,DH,DH1,rw1,8/11/22,,synoptic,,,2.34,0.03,2.25,3.32,22.31,0.04,0.62,0.19,0,2.19
523,DH,DH1,rw1,8/22/22,,synoptic,,,2.61,0.05,1.77,2.85,29.41,0.04,0.46,0.21,0,2.66
535,DH,DH1,rw1,9/6/22,,monitoring,,,2.07,0.02,1.5,2.26,27.4,0.06,0.51,0.21,0,2.8
593,DH,DH1,rw1,10/1/22,,monitoring,,,1.68,0.03,1.58,2.51,25.1,0.04,0.43,0.26,0,2.54
344,DH,DH2,rw1,6/8/22,,monitoring,1130,,1.37,0.02,0.82,1.83,17.25,0.04,0.25,0.15,0,1.55
400,DH,DH2,rw1,6/22/22,,synoptic,1130,,1.78,0.01,0.99,2.32,22.31,0.04,0.49,0.13,0,1.74
513,DH,DH2,rw1,8/11/22,,synoptic,,,2.04,0.01,1.12,2.43,24.31,0.04,0.38,0.27,0,2.17
591,DH,DH2,rw1,10/1/22,,monitoring,,,1.77,0.02,1.26,2.44,26.36,0.03,0.39,0.37,0,2.67
331,DH,DH3,rw1,6/7/22,,monitoring,1210,,0.85,0.02,0.28,1.18,13.63,0.01,0.65,0.3,0,0.73
339,DH,DHN2,rw1,6/8/22,,monitoring,1015,,2.54,0.06,0.98,4.6,37.67,0.04,0.54,0.08,0,3.82
144,DH,DHS1,rw1,8/5/21,,monitoring,1115,,1.71,0.03,1.05,2.81,18.03,0.07,0.19,0.19,0,2.01
328,DH,DHS1,rw1,6/7/22,,monitoring,1030,,1.1,0.03,0.69,1.61,21.32,0.04,0.31,0.12,0,1.86
397,DH,DHS1,rw1,6/22/22,,synoptic,1100,,1.9,0.05,0.88,2.18,31.33,0.03,0.75,0.13,0,1.37
509,DH,DHS1,rw1,8/11/22,,synoptic,,,1.81,0.01,0.97,2.72,30.57,0.03,0.45,0.24,0,1.67
587,DH,DHS2,rw1,10/1/22,,monitoring,,,1.49,0.02,1,2.61,28.68,0.01,0.46,0.22,0,2.25
44,FC,FC1,rw1,6/2/21,4.28,monitoring,1747,0.16,,,,,,,,,,
66,FC,FC1,rw1,6/23/21,5.36,monitoring,1440,0.19,3.33,0.02,1.28,0.72,3.62,0.01,0.4,0.05,0,2.11
98,FC,FC1,rw1,7/15/21,3.68,monitoring,1133,0.18,3.2,0.02,1.77,0.66,3.61,0.01,0.21,0.18,0,2.98
118,FC,FC1,rw1,7/28/21,2.11,monitoring,1350,0.17,2.74,0.03,1.25,0.65,3.58,0.03,0.2,0.12,0,1.97
148,FC,FC1,rw1,8/18/21,2,monitoring,1515,0.22,2.98,0.02,1.29,1.4,5.91,0.02,0.22,0.06,0,2.13
171,FC,FC1,rw1,9/2/21,1.95,monitoring,1306,0.1,3.82,0.02,1.22,1.82,5.54,0.01,0.25,0.11,0,2.05
181,FC,FC1,rw1,9/16/21,2.09,monitoring,1350,0.2,3.11,0.05,1.55,1.62,8.1,0.04,0.32,0.07,0,3.44
257,FC,FC1,rw1,5/9/22,,monitoring,11:13,,2.9,0.12,1.23,1.5,8.23,0.04,1.2,0.01,0,1.72
283,FC,FC1,rw1,5/17/22,,monitoring,12:15,,3.28,0.11,1.14,1.63,8.17,0.01,0.61,0.07,0,1.94
302,FC,FC1,rw1,5/30/22,,monitoring,1610,,2.31,0.02,1.08,1.32,7.93,0.06,0.24,0.04,0,2.03
315,FC,FC1,rw1,6/6/22,,monitoring,1445,,2.89,0.05,1.23,1.47,8.47,0.04,0.48,0.09,0,2
368,FC,FC1,rw1,6/20/22,,synoptic,1815,,2.51,0.01,1.25,1.42,7.77,0.05,0.53,0.09,0,1.93
412,FC,FC1,rw1,6/28/22,,monitoring,,,2.55,0,1.17,1.28,7.92,0.03,0.73,0.09,0,1.86
422,FC,FC1,rw1,7/5/22,4.3868663,monitoring,,0.2012,,,,,,,,,,
