"date","sitename","elev","wtr_yr","daily_precip_mm","pcumul.mm","Tair.C","Pdiff.mm","SWE.mm","runoff_input"
2021-10-30,"UFC",3179.442627,2022,0,47,2.7,0,48.7426,0
2021-10-31,"UFC",3179.442627,2022,2,49,3,2,48.7426,0
2021-11-01,"UFC",3179.442627,2022,8,57,0.3,8,53.8734,0
2021-11-02,"UFC",3179.442627,2022,9,66,-0.25,9,61.5696,0
2021-11-03,"UFC",3179.442627,2022,2,68,-0.65,2,71.8312,0
2021-11-04,"UFC",3179.442627,2022,0,68,1,0,71.8312,0
2021-11-05,"UFC",3179.442627,2022,0,68,2.95,0,71.8312,0
2021-11-06,"UFC",3179.442627,2022,0,68,4.25,0,71.8312,0
2021-11-07,"UFC",3179.442627,2022,0,68,5.45,0,74.3966,1.60984492088424
2021-11-08,"UFC",3179.442627,2022,0,68,3.95,0,71.8312,0
2021-11-09,"UFC",3179.442627,2022,1,69,2.5,1,74.3966,0
2021-11-10,"UFC",3179.442627,2022,8,77,-4.7,8,74.3966,0
2021-11-11,"UFC",3179.442627,2022,10,87,-5.35,10,82.0928,0
2021-11-12,"UFC",3179.442627,2022,3,90,-2.05,3,94.9198,0
2021-11-13,"UFC",3179.442627,2022,0,90,1.45,0,100.0506,0
2021-11-14,"UFC",3179.442627,2022,0,90,2.05,0,100.0506,0
2021-11-15,"UFC",3179.442627,2022,0,90,4.5,0,100.0506,0
2021-11-16,"UFC",3179.442627,2022,0,90,0.85,0,100.0506,0
2021-11-17,"UFC",3179.442627,2022,2,92,-7.85,2,100.0506,0
2021-11-18,"UFC",3179.442627,2022,0,92,-3.8,0,100.0506,0
2021-11-19,"UFC",3179.442627,2022,0,92,0.3,0,100.0506,0
2021-11-20,"UFC",3179.442627,2022,9,101,-3.5,9,102.616,0
2021-11-21,"UFC",3179.442627,2022,0,101,-6.25,0,107.7468,0
2021-11-22,"UFC",3179.442627,2022,0,101,-0.2,0,107.7468,0
2021-11-23,"UFC",3179.442627,2022,0,101,0.6,0,110.3122,0
2021-11-24,"UFC",3179.442627,2022,5,106,-8.6,5,110.3122,0
2021-11-25,"UFC",3179.442627,2022,0,106,-8.05,0,110.3122,0
2021-11-26,"UFC",3179.442627,2022,0,106,-1,0,112.8776,0
2021-11-27,"UFC",3179.442627,2022,0,106,-0.25,0,118.0084,0
2021-11-28,"UFC",3179.442627,2022,0,106,0.65,0,118.0084,0
2021-11-29,"UFC",3179.442627,2022,0,106,3.2,0,118.0084,0
2021-11-30,"UFC",3179.442627,2022,0,106,0.05,0,120.5738,0
2021-12-01,"UFC",3179.442627,2022,0,106,1.65,0,118.0084,0
2021-12-02,"UFC",3179.442627,2022,0,106,4,0,118.0084,0
2021-12-03,"UFC",3179.442627,2022,0,106,2.6,0,118.0084,0
2021-12-04,"UFC",3179.442627,2022,0,106,1.45,0,118.0084,0
2021-12-05,"UFC",3179.442627,2022,0,106,-1.65,0,120.5738,0
2021-12-06,"UFC",3179.442627,2022,2,108,-3.3,2,118.0084,0
2021-12-07,"UFC",3179.442627,2022,0,108,-4.5,0,120.5738,0
2021-12-08,"UFC",3179.442627,2022,1,109,-4,1,118.0084,0
2021-12-09,"UFC",3179.442627,2022,3,112,-3.25,3,123.1392,0
2021-12-10,"UFC",3179.442627,2022,9,121,-11.85,9,130.8354,0
2021-12-11,"UFC",3179.442627,2022,0,121,-12.6,0,128.27,0
2021-12-12,"UFC",3179.442627,2022,0,121,-3.7,0,130.8354,0
2021-12-13,"UFC",3179.442627,2022,0,121,-0.65,0,135.9662,0
2021-12-14,"UFC",3179.442627,2022,0,121,1.05,0,138.5316,0
2021-12-15,"UFC",3179.442627,2022,11,132,-6.7,11,141.097,0
2021-12-16,"UFC",3179.442627,2022,0,132,-7.95,0,146.2278,0
2021-12-17,"UFC",3179.442627,2022,3,135,-12.65,3,148.7932,0
2021-12-18,"UFC",3179.442627,2022,0,135,-12,0,148.7932,0
2021-12-19,"UFC",3179.442627,2022,0,135,-5.5,0,148.7932,0
2021-12-20,"UFC",3179.442627,2022,0,135,-3.8,0,151.3586,0
2021-12-21,"UFC",3179.442627,2022,0,135,-3.45,0,151.3586,0
2021-12-22,"UFC",3179.442627,2022,0,135,-2,0,151.3586,0
2021-12-23,"UFC",3179.442627,2022,11,146,-1.15,11,156.4894,0
2021-12-24,"UFC",3179.442627,2022,22,168,-3.7,22,174.4472,0
2021-12-25,"UFC",3179.442627,2022,1,169,-6.95,1,194.9704,0
2021-12-26,"UFC",3179.442627,2022,8,177,-8.15,8,197.5358,0
2021-12-27,"UFC",3179.442627,2022,8,185,-9.35,8,202.6666,0
2021-12-28,"UFC",3179.442627,2022,9,194,-12,9,207.7974,0
2021-12-29,"UFC",3179.442627,2022,6,200,-9.6,6,215.4936,0
2021-12-30,"UFC",3179.442627,2022,2,202,-7.8,2,220.6244,0
2021-12-31,"UFC",3179.442627,2022,13,215,-10.3,13,228.3206,0
2022-01-01,"UFC",3179.442627,2022,3,218,-18.55,3,238.5822,0
2022-01-02,"UFC",3179.442627,2022,0,218,-13.7,0,241.1476,0
2022-01-03,"UFC",3179.442627,2022,0,218,-6.5,0,243.713,0
2022-01-04,"UFC",3179.442627,2022,1,219,-7.15,1,246.2784,0
2022-01-05,"UFC",3179.442627,2022,14,233,-6.75,14,248.8438,0
2022-01-06,"UFC",3179.442627,2022,14,247,-3.5,14,274.4978,0
2022-01-07,"UFC",3179.442627,2022,0,247,-1.25,0,292.4556,0
2022-01-08,"UFC",3179.442627,2022,4,251,-8.75,4,292.4556,0
2022-01-09,"UFC",3179.442627,2022,0,251,-9.95,0,292.4556,0
2022-01-10,"UFC",3179.442627,2022,0,251,-5.2,0,292.4556,0
2022-01-11,"UFC",3179.442627,2022,0,251,-3.9,0,292.4556,0
2022-01-12,"UFC",3179.442627,2022,0,251,-3.65,0,295.021,0
2022-01-13,"UFC",3179.442627,2022,0,251,-0.6,0,295.021,0
2022-01-14,"UFC",3179.442627,2022,3,254,-7.5,3,297.5864,0
2022-01-15,"UFC",3179.442627,2022,0,254,-7.7,0,300.1518,0
2022-01-16,"UFC",3179.442627,2022,0,254,-3.55,0,300.1518,0
2022-01-17,"UFC",3179.442627,2022,0,254,-2.4,0,302.7172,0
2022-01-18,"UFC",3179.442627,2022,0,254,-4.65,0,302.7172,0
2022-01-19,"UFC",3179.442627,2022,0,254,-8.6,0,302.7172,0
2022-01-20,"UFC",3179.442627,2022,0,254,-9.85,0,302.7172,0
2022-01-21,"UFC",3179.442627,2022,4,258,-9.3,4,302.7172,0
2022-01-22,"UFC",3179.442627,2022,0,258,-8.45,0,307.848,0
2022-01-23,"UFC",3179.442627,2022,0,258,-6.3,0,307.848,0
2022-01-24,"UFC",3179.442627,2022,0,258,-7.25,0,307.848,0
2022-01-25,"UFC",3179.442627,2022,3,261,-13.75,3,307.848,0
2022-01-26,"UFC",3179.442627,2022,1,262,-12.15,1,307.848,0
2022-01-27,"UFC",3179.442627,2022,3,265,-13.65,3,310.4134,0
2022-01-28,"UFC",3179.442627,2022,0,265,-10,0,310.4134,0
2022-01-29,"UFC",3179.442627,2022,0,265,-4.4,0,312.9788,0
2022-01-30,"UFC",3179.442627,2022,0,265,-3,0,315.5442,0
2022-01-31,"UFC",3179.442627,2022,0,265,-5.3,0,315.5442,0
2022-02-01,"UFC",3179.442627,2022,2,267,-12.05,2,315.5442,0
2022-02-02,"UFC",3179.442627,2022,3,270,-18.55,3,318.1096,0
2022-02-03,"UFC",3179.442627,2022,0,270,-18.55,0,318.1096,0
2022-02-04,"UFC",3179.442627,2022,0,270,-12.6,0,318.1096,0
2022-02-05,"UFC",3179.442627,2022,0,270,-8.35,0,320.675,0
2022-02-06,"UFC",3179.442627,2022,2,272,-10.8,2,323.2404,0
2022-02-07,"UFC",3179.442627,2022,0,272,-8.05,0,323.2404,0
2022-02-08,"UFC",3179.442627,2022,0,272,-5,0,323.2404,0
2022-02-09,"UFC",3179.442627,2022,0,272,-4.3,0,323.2404,0
2022-02-10,"UFC",3179.442627,2022,0,272,-3,0,325.8058,0
2022-02-11,"UFC",3179.442627,2022,5,277,-9.15,5,325.8058,0
2022-02-12,"UFC",3179.442627,2022,0,277,-11.1,0,330.9366,0
2022-02-13,"UFC",3179.442627,2022,0,277,-5.2,0,330.9366,0
2022-02-14,"UFC",3179.442627,2022,0,277,-2.5,0,330.9366,0
2022-02-15,"UFC",3179.442627,2022,0,277,-1,0,336.0674,0
2022-02-16,"UFC",3179.442627,2022,7,284,-8.65,7,338.6328,0
2022-02-17,"UFC",3179.442627,2022,0,284,-13.2,0,341.1982,0
2022-02-18,"UFC",3179.442627,2022,0,284,-7.4,0,341.1982,0
2022-02-19,"UFC",3179.442627,2022,0,284,-4.75,0,343.7636,0
2022-02-20,"UFC",3179.442627,2022,0,284,-1.6,0,343.7636,0
2022-02-21,"UFC",3179.442627,2022,0,284,-6.4,0,346.329,0
2022-02-22,"UFC",3179.442627,2022,4,288,-13.1,4,346.329,0
2022-02-23,"UFC",3179.442627,2022,8,296,-10.1,8,351.4598,0
2022-02-24,"UFC",3179.442627,2022,1,297,-14.1,1,359.156,0
2022-02-25,"UFC",3179.442627,2022,5,302,-14.1,5,359.156,0
2022-02-26,"UFC",3179.442627,2022,0,302,-13.95,0,361.7214,0
2022-02-27,"UFC",3179.442627,2022,0,302,-6.7,0,361.7214,0
2022-02-28,"UFC",3179.442627,2022,0,302,-3.7,0,364.2868,0
2022-03-01,"UFC",3179.442627,2022,0,302,0,0,366.8522,0
2022-03-02,"UFC",3179.442627,2022,0,302,2.35,0,369.4176,0
2022-03-03,"UFC",3179.442627,2022,0,302,3.65,0,369.4176,0
2022-03-04,"UFC",3179.442627,2022,1,303,-0.6,1,371.983,0
2022-03-05,"UFC",3179.442627,2022,3,306,-6.25,3,374.5484,0
2022-03-06,"UFC",3179.442627,2022,4,310,-11.4,4,374.5484,0
2022-03-07,"UFC",3179.442627,2022,1,311,-13.6,1,374.5484,0
2022-03-08,"UFC",3179.442627,2022,1,312,-14,1,374.5484,0
2022-03-09,"UFC",3179.442627,2022,9,321,-10.65,9,379.6792,0
2022-03-10,"UFC",3179.442627,2022,2,323,-16.65,2,387.3754,0
2022-03-11,"UFC",3179.442627,2022,0,323,-16.55,0,387.3754,0
2022-03-12,"UFC",3179.442627,2022,0,323,-5.5,0,389.9408,0
2022-03-13,"UFC",3179.442627,2022,3,326,-2.35,3,395.0716,0
2022-03-14,"UFC",3179.442627,2022,0,326,-4.75,0,397.637,0
2022-03-15,"UFC",3179.442627,2022,0,326,-1.25,0,397.637,0
2022-03-16,"UFC",3179.442627,2022,6,332,-2.2,6,402.7678,0
2022-03-17,"UFC",3179.442627,2022,9,341,-8,9,410.464,0
2022-03-18,"UFC",3179.442627,2022,0,341,-7.5,0,415.5948,0
2022-03-19,"UFC",3179.442627,2022,0,341,-2.85,0,415.5948,0
2022-03-20,"UFC",3179.442627,2022,0,341,0.05,0,420.7256,0
2022-03-21,"UFC",3179.442627,2022,3,344,-7.15,3,420.7256,0
2022-03-22,"UFC",3179.442627,2022,2,346,-9.45,2,420.7256,0
2022-03-23,"UFC",3179.442627,2022,0,346,-5.95,0,423.291,0
2022-03-24,"UFC",3179.442627,2022,0,346,-0.1,0,425.8564,0
2022-03-25,"UFC",3179.442627,2022,0,346,2,0,428.4218,0
2022-03-26,"UFC",3179.442627,2022,0,346,6.35,0,428.4218,3.91028312065862
2022-03-27,"UFC",3179.442627,2022,0,346,6.95,0,425.8564,5.44390858717486
2022-03-28,"UFC",3179.442627,2022,0,346,5.55,0,423.291,1.86544916530363
2022-03-29,"UFC",3179.442627,2022,10,356,-2.45,10,423.291,0
2022-03-30,"UFC",3179.442627,2022,3,359,-6.4,3,428.4218,0
2022-03-31,"UFC",3179.442627,2022,0,359,-2.4,0,433.5526,0
2022-04-01,"UFC",3179.442627,2022,3,362,-2.1,3,436.118,0
2022-04-02,"UFC",3179.442627,2022,0,362,1.9,0,438.6834,0
2022-04-03,"UFC",3179.442627,2022,5,367,-1.5,5,438.6834,0
2022-04-04,"UFC",3179.442627,2022,1,368,-0.1,1,443.8142,0
2022-04-05,"UFC",3179.442627,2022,9,377,-5.35,9,448.945,0
2022-04-06,"UFC",3179.442627,2022,0,377,-9.7,0,448.945,0
2022-04-07,"UFC",3179.442627,2022,0,377,-4.95,0,448.945,0
2022-04-08,"UFC",3179.442627,2022,0,377,0.75,0,451.5104,0
2022-04-09,"UFC",3179.442627,2022,3,380,3.2,3,451.5104,0
2022-04-10,"UFC",3179.442627,2022,4,384,-5.55,4,451.5104,0
2022-04-11,"UFC",3179.442627,2022,0,384,-0.05,0,454.0758,0
2022-04-12,"UFC",3179.442627,2022,14,398,-7.75,14,466.9028,0
2022-04-13,"UFC",3179.442627,2022,10,408,-12.5,10,477.1644,0
2022-04-14,"UFC",3179.442627,2022,1,409,-7.2,1,492.5568,0
2022-04-15,"UFC",3179.442627,2022,0,409,-0.4,0,497.6876,0
2022-04-16,"UFC",3179.442627,2022,4,413,2.25,4,497.6876,0
2022-04-17,"UFC",3179.442627,2022,9,422,-1,9,500.253,0
2022-04-18,"UFC",3179.442627,2022,0,422,3.85,0,513.08,0
2022-04-19,"UFC",3179.442627,2022,0,422,6.55,0,513.08,4.42149160949737
2022-04-20,"UFC",3179.442627,2022,0,422,4.35,0,505.3838,0
2022-04-21,"UFC",3179.442627,2022,0,422,8.2,0,495.1222,8.63896164241703
2022-04-22,"UFC",3179.442627,2022,3,425,6.05,3,479.7298,0
2022-04-23,"UFC",3179.442627,2022,14,439,-3.65,14,472.0336,0
2022-04-24,"UFC",3179.442627,2022,9,448,-3.85,9,487.426,0
2022-04-25,"UFC",3179.442627,2022,2,450,-2.65,2,500.253,0
2022-04-26,"UFC",3179.442627,2022,0,450,2,0,502.8184,0
2022-04-27,"UFC",3179.442627,2022,0,450,6.15,0,505.3838,3.39907463181987
2022-04-28,"UFC",3179.442627,2022,0,450,6.05,0,505.3838,3.1434703874005
2022-04-29,"UFC",3179.442627,2022,5,455,-1.35,5,502.8184,0
2022-04-30,"UFC",3179.442627,2022,0,455,1.05,0,502.8184,0
2022-05-01,"UFC",3179.442627,2022,1,456,3.55,1,505.3838,0
2022-05-02,"UFC",3179.442627,2022,4,460,0.65,4,505.3838,0
2022-05-03,"UFC",3179.442627,2022,7,467,3.95,7,507.9492,0
2022-05-04,"UFC",3179.442627,2022,8,475,-2,8,523.3416,0
2022-05-05,"UFC",3179.442627,2022,3,478,2.15,3,533.6032,0
2022-05-06,"UFC",3179.442627,2022,0,478,8.9,0,538.734,10.4281913533526
2022-05-07,"UFC",3179.442627,2022,1,479,8.6,1,531.0378,0
2022-05-08,"UFC",3179.442627,2022,0,479,6.35,0,510.5146,3.91028312065862
2022-05-09,"UFC",3179.442627,2022,0,479,5.3,0,500.253,1.2264385542552
2022-05-10,"UFC",3179.442627,2022,0,479,8.35,0,474.599,9.02236800904609
2022-05-11,"UFC",3179.442627,2022,0,479,9.8,0,454.0758,12.728629553127
2022-05-12,"UFC",3179.442627,2022,0,479,3.15,0,433.5526,0
2022-05-13,"UFC",3179.442627,2022,0,479,4.45,0,407.8986,0
2022-05-14,"UFC",3179.442627,2022,0,479,8.05,0,389.9408,8.25555527578797
2022-05-15,"UFC",3179.442627,2022,0,479,9.9,0,377.1138,12.9842337975464
2022-05-16,"UFC",3179.442627,2022,0,479,11,0,356.5906,15.7958804861595
2022-05-17,"UFC",3179.442627,2022,0,479,10.05,0,343.7636,13.3676401641754
2022-05-18,"UFC",3179.442627,2022,0,479,8.7,0,325.8058,9.9169828645139
2022-05-19,"UFC",3179.442627,2022,0,479,8.35,0,307.848,9.02236800904609
2022-05-20,"UFC",3179.442627,2022,25,504,-4.65,25,277.0632,0
2022-05-21,"UFC",3179.442627,2022,3,507,-3.45,3,307.848,0
2022-05-22,"UFC",3179.442627,2022,0,507,-0.1,0,310.4134,0
2022-05-23,"UFC",3179.442627,2022,2,509,2.1,2,312.9788,0
2022-05-24,"UFC",3179.442627,2022,13,522,1,13,312.9788,0
2022-05-25,"UFC",3179.442627,2022,0,522,2.4,0,323.2404,0
2022-05-26,"UFC",3179.442627,2022,0,522,9.65,0,320.675,12.3452231864979
2022-05-27,"UFC",3179.442627,2022,0,522,11.65,0,305.2826,17.4573080748854
2022-05-28,"UFC",3179.442627,2022,0,522,8.7,0,289.8902,9.9169828645139
2022-05-29,"UFC",3179.442627,2022,10,532,4.2,10,279.6286,0
2022-05-30,"UFC",3179.442627,2022,2,534,0,2,274.4978,0
2022-05-31,"UFC",3179.442627,2022,7,541,0.2,7,277.0632,0
2022-06-01,"UFC",3179.442627,2022,0,541,5,0,284.7594,0.459625820997076
2022-06-02,"UFC",3179.442627,2022,0,541,7.6,0,271.9324,7.10533617590079
2022-06-03,"UFC",3179.442627,2022,0,541,9.4,0,241.1476,11.7062125754495
2022-06-04,"UFC",3179.442627,2022,0,541,10,0,220.6244,13.2398380419658
2022-06-05,"UFC",3179.442627,2022,2,543,9.75,2,189.8396,0
2022-06-06,"UFC",3179.442627,2022,3,546,8.5,3,171.8818,0
2022-06-07,"UFC",3179.442627,2022,1,547,9.35,1,159.0548,0
2022-06-08,"UFC",3179.442627,2022,0,547,10.15,0,128.27,13.6232444085948
2022-06-09,"UFC",3179.442627,2022,0,547,13.2,0,84.6582,21.4191738633857
2022-06-10,"UFC",3179.442627,2022,0,547,14.3,0,48.7426,24.2308205519988
2022-06-11,"UFC",3179.442627,2022,0,547,16.35,0,30.7848,29.4707075625959
2022-06-12,"UFC",3179.442627,2022,0,547,16.2,0,15.3924,29.0873011959669
2022-06-13,"UFC",3179.442627,2022,0,547,14.4,0,7.6962,24.4864247964182
2022-06-14,"UFC",3179.442627,2022,1,548,8.4,1,5.1308,0
2022-06-15,"UFC",3179.442627,2022,0,548,9.7,0,2.5654,12.4730253087076
2022-06-16,"UFC",3179.442627,2022,0,548,13.65,0,0,22.5693929632729
2022-06-17,"UFC",3179.442627,2022,0,548,15.4,0,0,27.0424672406119
2022-06-18,"UFC",3179.442627,2022,1,549,12.85,1,0,0
2022-06-19,"UFC",3179.442627,2022,0,549,11.5,0,0,17.0739017082563
2022-06-20,"UFC",3179.442627,2022,0,549,9.65,0,0,12.3452231864979
2022-06-21,"UFC",3179.442627,2022,0,549,10.05,0,0,13.3676401641754
2022-06-22,"UFC",3179.442627,2022,0,549,11.5,0,0,17.0739017082563
2022-06-23,"UFC",3179.442627,2022,13,562,11.25,13,0,29.4348910972079
2022-06-24,"UFC",3179.442627,2022,0,562,10.75,0,0,15.156869875111
2022-06-25,"UFC",3179.442627,2022,1,563,10.7,1,0,16.0290677529013
2022-06-26,"UFC",3179.442627,2022,3,566,8.5,3,0,12.4057743756751
2022-06-27,"UFC",3179.442627,2022,0,566,11.1,0,0,2.06356422966137
2022-06-28,"UFC",3179.442627,2022,0,566,13.15,0,0,0
2022-06-29,"UFC",3179.442627,2022,2,568,13.25,2,0,2
2022-06-30,"UFC",3179.442627,2022,5,573,8.8,5,0,5
2022-07-01,"UFC",3179.442627,2022,0,573,10.95,0,0,0
2022-07-02,"UFC",3179.442627,2022,1,574,12.4,1,0,1
2022-07-03,"UFC",3179.442627,2022,0,574,13.75,0,0,0
2022-07-04,"UFC",3179.442627,2022,2,576,13.2,2,0,2
2022-07-05,"UFC",3179.442627,2022,9,585,11.85,9,0,9
2022-07-06,"UFC",3179.442627,2022,1,586,11.95,1,0,1
2022-07-07,"UFC",3179.442627,2022,0,586,12.75,0,0,0
2022-07-08,"UFC",3179.442627,2022,0,586,14.7,0,0,0
2022-07-09,"UFC",3179.442627,2022,0,586,16.9,0,0,0
2022-07-10,"UFC",3179.442627,2022,1,587,16.3,1,0,1
2022-07-11,"UFC",3179.442627,2022,0,587,14.95,0,0,0
2022-07-12,"UFC",3179.442627,2022,0,587,15.6,0,0,0
2022-07-13,"UFC",3179.442627,2022,0,587,16.35,0,0,0
2022-07-14,"UFC",3179.442627,2022,16,603,16.25,16,0,16
2022-07-15,"UFC",3179.442627,2022,2,605,13.8,2,0,2
2022-07-16,"UFC",3179.442627,2022,0,605,14.05,0,0,0
2022-07-17,"UFC",3179.442627,2022,0,605,15.95,0,0,0
2022-07-18,"UFC",3179.442627,2022,0,605,17.55,0,0,0
2022-07-19,"UFC",3179.442627,2022,2,607,14.6,2,0,2
2022-07-20,"UFC",3179.442627,2022,5,612,14.9,5,0,5
2022-07-21,"UFC",3179.442627,2022,0,612,15.15,0,0,0
2022-07-22,"UFC",3179.442627,2022,0,612,16.65,0,0,0
2022-07-23,"UFC",3179.442627,2022,4,616,15.75,4,0,4
2022-07-24,"UFC",3179.442627,2022,20,636,12.65,20,0,20
2022-07-25,"UFC",3179.442627,2022,0,636,13.15,0,0,0
2022-07-26,"UFC",3179.442627,2022,0,636,14.45,0,0,0
2022-07-27,"UFC",3179.442627,2022,0,636,15.2,0,0,0
2022-07-28,"UFC",3179.442627,2022,4,640,10.45,4,0,4
2022-07-29,"UFC",3179.442627,2022,0,640,11.2,0,0,0
2022-07-30,"UFC",3179.442627,2022,1,641,13.15,1,0,1
2022-07-31,"UFC",3179.442627,2022,10,651,13.5,10,0,10
2022-08-01,"UFC",3179.442627,2022,0,651,14.2,0,0,0
2022-08-02,"UFC",3179.442627,2022,2,653,14,2,0,2
2022-08-03,"UFC",3179.442627,2022,0,653,13.85,0,0,0
2022-08-04,"UFC",3179.442627,2022,0,653,15.65,0,0,0
2022-08-05,"UFC",3179.442627,2022,14,667,14.8,14,0,14
2022-08-06,"UFC",3179.442627,2022,0,667,14.3,0,0,0
2022-08-07,"UFC",3179.442627,2022,0,667,14.75,0,0,0
2022-08-08,"UFC",3179.442627,2022,0,667,14.25,0,0,0
2022-08-09,"UFC",3179.442627,2022,0,667,15.35,0,0,0
2022-08-10,"UFC",3179.442627,2022,0,667,16.3,0,0,0
2022-08-11,"UFC",3179.442627,2022,0,667,15.7,0,0,0
2022-08-12,"UFC",3179.442627,2022,3,670,14.5,3,0,3
2022-08-13,"UFC",3179.442627,2022,8,678,14.35,8,0,8
2022-08-14,"UFC",3179.442627,2022,9,687,13.6,9,0,9
2022-08-15,"UFC",3179.442627,2022,16,703,12.1,16,0,16
2022-08-16,"UFC",3179.442627,2022,10,713,7.65,10,0,10
2022-08-17,"UFC",3179.442627,2022,0,713,10.35,0,0,0
2022-08-18,"UFC",3179.442627,2022,0,713,12.55,0,0,0
2022-08-19,"UFC",3179.442627,2022,0,713,11.85,0,0,0
2022-08-20,"UFC",3179.442627,2022,8,721,10.35,8,0,8
2022-08-21,"UFC",3179.442627,2022,16,737,8.4,16,0,16
2022-08-22,"UFC",3179.442627,2022,0,737,10.05,0,0,0
2022-08-23,"UFC",3179.442627,2022,0,737,11.4,0,0,0
2022-08-24,"UFC",3179.442627,2022,0,737,12.35,0,0,0
2022-08-25,"UFC",3179.442627,2022,6,743,11.7,6,0,6
2022-08-26,"UFC",3179.442627,2022,3,746,9.45,3,0,3
2022-08-27,"UFC",3179.442627,2022,0,746,10.9,0,0,0
2022-08-28,"UFC",3179.442627,2022,0,746,11.8,0,0,0
2022-08-29,"UFC",3179.442627,2022,0,746,11.55,0,0,0
2022-08-30,"UFC",3179.442627,2022,0,746,13.65,0,0,0
2022-08-31,"UFC",3179.442627,2022,0,746,14.6,0,0,0
2022-09-01,"UFC",3179.442627,2022,0,746,13.95,0,0,0
2022-09-02,"UFC",3179.442627,2022,0,746,15.3,0,0,0
2022-09-03,"UFC",3179.442627,2022,0,746,14.25,0,0,0
2022-09-04,"UFC",3179.442627,2022,0,746,15.25,0,0,0
2022-09-05,"UFC",3179.442627,2022,0,746,16.9,0,0,0
2022-09-06,"UFC",3179.442627,2022,0,746,16.7,0,0,0
2022-09-07,"UFC",3179.442627,2022,0,746,16.65,0,0,0
2022-09-08,"UFC",3179.442627,2022,0,746,15.45,0,0,0
2022-09-09,"UFC",3179.442627,2022,0,746,10.65,0,0,0
2022-09-10,"UFC",3179.442627,2022,0,746,6.85,0,0,0
2022-09-11,"UFC",3179.442627,2022,0,746,9.85,0,0,0
2022-09-12,"UFC",3179.442627,2022,0,746,11.75,0,0,0
2022-09-13,"UFC",3179.442627,2022,0,746,11.4,0,0,0
2022-09-14,"UFC",3179.442627,2022,3,749,7.8,3,0,3
2022-09-15,"UFC",3179.442627,2022,3,752,6.95,3,0,3
2022-09-16,"UFC",3179.442627,2022,0,752,6.95,0,0,0
2022-09-17,"UFC",3179.442627,2022,0,752,8.75,0,0,0
2022-09-18,"UFC",3179.442627,2022,0,752,10.85,0,0,0
2022-09-19,"UFC",3179.442627,2022,0,752,11.7,0,0,0
2022-09-20,"UFC",3179.442627,2022,0,752,11.65,0,0,0
2022-09-21,"UFC",3179.442627,2022,6,758,8.8,6,0,6
2022-09-22,"UFC",3179.442627,2022,1,759,7.45,1,0,1
2022-09-23,"UFC",3179.442627,2022,1,760,7.05,1,0,1
2022-09-24,"UFC",3179.442627,2022,0,760,6.95,0,0,0
2022-09-25,"UFC",3179.442627,2022,0,760,8,0,0,0
2022-09-26,"UFC",3179.442627,2022,0,760,9.6,0,0,0
2022-09-27,"UFC",3179.442627,2022,0,760,9,0,0,0
2022-09-28,"UFC",3179.442627,2022,0,760,9.45,0,0,0
2022-09-29,"UFC",3179.442627,2022,0,760,8.8,0,0,0
2022-09-30,"UFC",3179.442627,2022,11,771,5.6,11,0,11
