,date,Pcumul.mm,SWE.mm,Snow.Depth.mm,Tair.C,mean_temp_C,wtr_yr,SWEdiff.mm,Pdiff.mm,Input.mm
90,12/28/21,228.6,215.4936,965.2,-11.2,-8.025,2022,7.6962,7.62,0
91,12/29/21,233.68,220.6244,990.6,-9.7,-4.9937,2022,5.1308,5.08,0
92,12/30/21,238.76,228.3206,1016,-9.3,-8.9625,2022,7.6962,5.08,0
93,12/31/21,248.92,238.5822,1041.4,-17.8,-18.8187,2022,10.2616,10.16,0
94,1/1/22,248.92,241.1476,1066.8,-14,-15.1187,2022,2.5654,0,0
95,1/2/22,254,243.713,1117.6,-8.3,-9.7188,2022,2.5654,5.08,0
96,1/3/22,256.54,246.2784,1143,-8.2,-4.975,2022,2.5654,2.54,0
97,1/4/22,259.08,248.8438,1117.6,-7.1,-4.1938,2022,2.5654,2.54,0
98,1/5/22,281.94,274.4978,1117.6,-4,-1.4312,2022,25.654,22.86,0
99,1/6/22,297.18,292.4556,1244.6,-3.9,0.425,2022,17.9578,15.24,0
100,1/7/22,297.18,292.4556,1219.2,-8.2,-9.0188,2022,0,0,0
101,1/8/22,297.18,292.4556,1219.2,-12.8,-10.775,2022,0,0,0
102,1/9/22,297.18,292.4556,1219.2,-7.6,-7.9937,2022,0,0,0
103,1/10/22,299.72,292.4556,1143,-6.5,-6.8625,2022,0,2.54,0
104,1/11/22,302.26,295.021,1016,-4.7,-5.3125,2022,2.5654,2.54,0
105,1/12/22,302.26,295.021,965.2,-1.9,-3.1,2022,0,0,0
106,1/13/22,302.26,297.5864,990.6,-7.7,-6.7438,2022,2.5654,0,0
107,1/14/22,304.8,300.1518,990.6,-9,-8.8125,2022,2.5654,2.54,0
108,1/15/22,304.8,300.1518,1016,-4.7,-6.2812,2022,0,0,0
109,1/16/22,307.34,302.7172,1041.4,-3.8,-5.1312,2022,2.5654,2.54,0
110,1/17/22,307.34,302.7172,1066.8,-6,-6.4625,2022,0,0,0
111,1/18/22,307.34,302.7172,990.6,-9.1,-8.2,2022,0,0,0
112,1/19/22,307.34,302.7172,990.6,-10.8,-8.7313,2022,0,0,0
113,1/20/22,307.34,302.7172,990.6,-8.3,-8.5125,2022,0,0,0
114,1/21/22,312.42,307.848,1016,-10.1,-8.8312,2022,5.1308,5.08,0
115,1/22/22,312.42,307.848,1016,-7.5,-8.15,2022,0,0,0
116,1/23/22,312.42,307.848,1016,-8.6,-8.3875,2022,0,0,0
117,1/24/22,312.42,307.848,1016,-12.7,-13.2813,2022,0,0,0
118,1/25/22,312.42,307.848,1041.4,-14.2,-13.1188,2022,0,0,0
119,1/26/22,314.96,310.4134,1041.4,-13.4,-13.4062,2022,2.5654,2.54,0
120,1/27/22,314.96,310.4134,1066.8,-12.6,-11.5937,2022,0,0,0
121,1/28/22,314.96,312.9788,1066.8,-5.6,-8.3875,2022,2.5654,0,0
122,1/29/22,317.5,315.5442,1066.8,-4.4,-6.7312,2022,2.5654,2.54,0
123,1/30/22,317.5,315.5442,1066.8,-4.7,-7.3875,2022,0,0,0
124,1/31/22,317.5,315.5442,1041.4,-11.9,-11.0813,2022,0,0,0
125,2/1/22,320.04,318.1096,1016,-17.8,-16.9625,2022,2.5654,2.54,0
126,2/2/22,320.04,318.1096,1016,-21.5,-18.5063,2022,0,0,0
127,2/3/22,320.04,318.1096,1016,-14.6,-13.3375,2022,0,0,0
128,2/4/22,322.58,320.675,1016,-9.3,-10.7312,2022,2.5654,2.54,0
129,2/5/22,325.12,323.2404,1016,-12.3,-9.6313,2022,2.5654,2.54,0
130,2/6/22,325.12,323.2404,1016,-10.3,-8.7,2022,0,0,0
131,2/7/22,325.12,323.2404,1092.2,-6.1,-6.7,2022,0,0,0
132,2/8/22,325.12,323.2404,1092.2,-6.1,-3.3937,2022,0,0,0
133,2/9/22,327.66,325.8058,1092.2,-5,-1.95,2022,2.5654,2.54,0
134,2/10/22,327.66,325.8058,1092.2,-7.9,-7.8,2022,0,0,0
135,2/11/22,330.2,330.9366,1092.2,-11.7,-11.075,2022,5.1308,2.54,0
136,2/12/22,332.74,330.9366,1092.2,-6.5,-6.6437,2022,0,2.54,0
137,2/13/22,332.74,330.9366,1092.2,-4.1,-4.025,2022,0,0,0
138,2/14/22,337.82,336.0674,1117.6,-2.5,-2.3,2022,5.1308,5.08,0
139,2/15/22,340.36,338.6328,1168.4,-7.9,-7.3625,2022,2.5654,2.54,0
140,2/16/22,342.9,341.1982,1193.8,-13.5,-12.0312,2022,2.5654,2.54,0
141,2/17/22,342.9,341.1982,1143,-9.1,-6.3438,2022,0,0,0
142,2/18/22,345.44,343.7636,1143,-6.2,-4.7813,2022,2.5654,2.54,0
143,2/19/22,345.44,343.7636,1143,-3.1,-1.8312,2022,0,0,0
144,2/20/22,347.98,346.329,1168.4,-4.2,-4.875,2022,2.5654,2.54,0
145,2/21/22,347.98,346.329,1168.4,-11.1,-11.05,2022,0,0,0
146,2/22/22,353.06,351.4598,1143,-9.2,-8.2312,2022,5.1308,5.08,0
147,2/23/22,360.68,359.156,1219.2,-14.9,-13.3188,2022,7.6962,7.62,0
148,2/24/22,360.68,359.156,1295.4,-15.4,-13.3375,2022,0,0,0
149,2/25/22,363.22,361.7214,1320.8,-16.4,-13.65,2022,2.5654,2.54,0
150,2/26/22,363.22,361.7214,1219.2,-9,-8.575,2022,0,0,0
151,2/27/22,365.76,364.2868,1219.2,-5.3,-5.1937,2022,2.5654,2.54,0
152,2/28/22,368.3,366.8522,1270,-1.8,-2.2625,2022,2.5654,2.54,0
153,3/1/22,368.3,369.4176,1270,0.2,1.0375,2022,2.5654,0,0
154,3/2/22,370.84,369.4176,1270,1.7,1.5312,2022,0,2.54,2.54
155,3/3/22,373.38,371.983,1320.8,-1.1,-0.7875,2022,2.5654,2.54,0
156,3/4/22,375.92,374.5484,1346.2,-6.7,-4.9938,2022,2.5654,2.54,0
157,3/5/22,375.92,374.5484,1320.8,-10.1,-8.7687,2022,0,0,0
158,3/6/22,375.92,374.5484,1295.4,-14.9,-13.0188,2022,0,0,0
159,3/7/22,375.92,374.5484,1295.4,-14.7,-14.0875,2022,0,0,0
160,3/8/22,381,379.6792,NA,-11.6,-8.0875,2022,5.1308,5.08,0
161,3/9/22,391.16,387.3754,NA,-17.4,-17.75,2022,7.6962,10.16,0
162,3/10/22,391.16,387.3754,NA,-16.2,-16.8438,2022,0,0,0
163,3/11/22,391.16,389.9408,NA,-6.9,-5.6063,2022,2.5654,0,0
164,3/12/22,398.78,395.0716,NA,-4.7,-3.5625,2022,5.1308,7.62,0
165,3/13/22,401.32,397.637,NA,-7,-5.6125,2022,2.5654,2.54,0
166,3/14/22,401.32,397.637,NA,-2.3,-3.2438,2022,0,0,0
167,3/15/22,406.4,402.7678,NA,-3.2,-2.1187,2022,5.1308,5.08,0
168,3/16/22,414.02,410.464,NA,-8.2,-6.9188,2022,7.6962,7.62,0
169,3/17/22,416.56,415.5948,NA,-8.6,-7.7875,2022,5.1308,2.54,0
170,3/18/22,416.56,415.5948,NA,-4.2,-3.9437,2022,0,0,0
171,3/19/22,419.1,420.7256,NA,-1.4,-1.725,2022,5.1308,2.54,0
172,3/20/22,421.64,420.7256,NA,-6.5,-6.25,2022,0,2.54,0
173,3/21/22,421.64,420.7256,NA,-10.5,-8.0313,2022,0,0,0
174,3/22/22,424.18,423.291,NA,-7.1,-5.1875,2022,2.5654,2.54,0
175,3/23/22,426.72,425.8564,NA,-0.8,-1.1813,2022,2.5654,2.54,0
176,3/24/22,426.72,428.4218,NA,1.6,2.025,2022,2.5654,0,0
177,3/25/22,426.72,428.4218,NA,5.1,5.4125,2022,0,0,0
178,3/26/22,426.72,425.8564,NA,5.8,5.9812,2022,-2.5654,0,2.5654
179,3/27/22,426.72,423.291,NA,4.4,4.8938,2022,-2.5654,0,2.5654
180,3/28/22,426.72,423.291,NA,-2.5,-0.9063,2022,0,0,0
181,3/29/22,431.8,428.4218,NA,-7.4,-5.8625,2022,5.1308,5.08,0
182,3/30/22,436.88,433.5526,NA,-3.2,-2.275,2022,5.1308,5.08,0
183,3/31/22,439.42,436.118,NA,-3.7,-1.0063,2022,2.5654,2.54,0
184,4/1/22,439.42,438.6834,NA,1.1,2.0938,2022,2.5654,0,0
185,4/2/22,439.42,438.6834,NA,-2.7,-0.6687,2022,0,0,0
186,4/3/22,444.5,443.8142,NA,-0.7,0.1938,2022,5.1308,5.08,0
187,4/4/22,452.12,448.945,NA,-6,-2.975,2022,5.1308,7.62,0
188,4/5/22,454.66,448.945,NA,-11.2,-6.7562,2022,0,2.54,0
189,4/6/22,454.66,448.945,NA,-5.7,-3.2,2022,0,0,0
190,4/7/22,454.66,451.5104,NA,0.5,1.1437,2022,2.5654,0,0
191,4/8/22,459.74,451.5104,NA,3.6,3.4562,2022,0,5.08,5.08
192,4/9/22,459.74,451.5104,NA,-6.5,-3.4187,2022,0,0,0
193,4/10/22,459.74,454.0758,NA,-1,2.1125,2022,2.5654,0,0
194,4/11/22,472.44,466.9028,NA,-9.1,-6.7313,2022,12.827,12.7,0
195,4/12/22,480.06,477.1644,NA,-13.7,-9.7,2022,10.2616,7.62,0
196,4/13/22,497.84,492.5568,NA,-7.4,-4.9688,2022,15.3924,17.78,0
197,4/14/22,500.38,497.6876,NA,-1.8,0.625,2022,5.1308,2.54,0
198,4/15/22,500.38,497.6876,NA,1.5,2.3375,2022,0,0,0
199,4/16/22,500.38,500.253,NA,-2,0.5562,2022,2.5654,0,0
200,4/17/22,518.16,513.08,NA,3.2,4.875,2022,12.827,17.78,0
201,4/18/22,518.16,513.08,NA,5.8,7.2125,2022,0,0,0
202,4/19/22,518.16,505.3838,NA,2.5,5.4312,2022,-7.6962,0,7.6962
203,4/20/22,518.16,495.1222,NA,7.3,8.7813,2022,-10.2616,0,10.2616
204,4/21/22,518.16,479.7298,NA,4.1,8.075,2022,-15.3924,0,15.3924
205,4/22/22,523.24,472.0336,NA,-5.1,-1.1375,2022,-7.6962,5.08,0
206,4/23/22,528.32,487.426,NA,-4.9,-1.2937,2022,15.3924,5.08,0
207,4/24/22,535.94,500.253,NA,-4.1,-0.9,2022,12.827,7.62,0
208,4/25/22,535.94,502.8184,NA,1.6,3.8,2022,2.5654,0,0
209,4/26/22,535.94,505.3838,NA,4.7,6.35,2022,2.5654,0,0
210,4/27/22,535.94,505.3838,NA,5.2,6.6313,2022,0,0,0
211,4/28/22,535.94,502.8184,NA,-2.9,1.0688,2022,-2.5654,0,0
212,4/29/22,538.48,502.8184,NA,0,2.8687,2022,0,2.54,2.54
213,4/30/22,538.48,505.3838,NA,2.8,4.4688,2022,2.5654,0,0
214,5/1/22,541.02,505.3838,NA,-0.5,1.6688,2022,0,2.54,0
215,5/2/22,541.02,507.9492,NA,3.2,5.0125,2022,2.5654,0,0
216,5/3/22,541.02,523.3416,NA,-2.7,-0.15,2022,15.3924,0,0
217,5/4/22,551.18,533.6032,NA,1,4.3437,2022,10.2616,10.16,0
218,5/5/22,556.26,538.734,NA,7.6,8.975,2022,5.1308,5.08,0
219,5/6/22,556.26,531.0378,NA,7.6,9.5187,2022,-7.6962,0,7.6962
220,5/7/22,556.26,510.5146,NA,6.2,7.3375,2022,-20.5232,0,20.5232
221,5/8/22,556.26,500.253,NA,4.7,6.5312,2022,-10.2616,0,10.2616
222,5/9/22,556.26,474.599,NA,8.2,9.4063,2022,-25.654,0,25.654
223,5/10/22,556.26,454.0758,NA,9,10.1437,2022,-20.5232,0,20.5232
224,5/11/22,556.26,433.5526,NA,3.1,3.8875,2022,-20.5232,0,20.5232
225,5/12/22,556.26,407.8986,NA,3,4.9687,2022,-25.654,0,25.654
226,5/13/22,556.26,389.9408,NA,6.6,8.3812,2022,-17.9578,0,17.9578
227,5/14/22,556.26,377.1138,NA,7.7,10.1375,2022,-12.827,0,12.827
228,5/15/22,556.26,356.5906,NA,9.1,10.4813,2022,-20.5232,0,20.5232
229,5/16/22,556.26,343.7636,NA,8.1,10.6125,2022,-12.827,0,12.827
230,5/17/22,556.26,325.8058,NA,7.3,8.925,2022,-17.9578,0,17.9578
231,5/18/22,556.26,307.848,NA,8.6,8.5688,2022,-17.9578,0,17.9578
232,5/19/22,556.26,277.0632,NA,0,-3.2437,2022,-30.7848,0,30.7848
233,5/20/22,571.5,307.848,NA,-4.6,-1.9875,2022,30.7848,15.24,0
234,5/21/22,574.04,310.4134,NA,-0.7,1.075,2022,2.5654,2.54,0
235,5/22/22,576.58,312.9788,NA,0.4,3.3187,2022,2.5654,2.54,0
236,5/23/22,579.12,312.9788,NA,-1.2,2.1625,2022,0,2.54,0
237,5/24/22,591.82,323.2404,NA,1.6,4.7187,2022,10.2616,12.7,0
238,5/25/22,591.82,320.675,NA,7.9,9.125,2022,-2.5654,0,2.5654
239,5/26/22,591.82,305.2826,NA,10.2,11.3125,2022,-15.3924,0,15.3924
240,5/27/22,591.82,289.8902,NA,7.8,9.7,2022,-15.3924,0,15.3924
241,5/28/22,591.82,279.6286,NA,2.1,6.0438,2022,-10.2616,0,10.2616
242,5/29/22,601.98,274.4978,NA,-1.9,0.7312,2022,-5.1308,10.16,0
243,5/30/22,604.52,277.0632,NA,-0.6,1.1687,2022,2.5654,2.54,0
244,5/31/22,612.14,284.7594,762,4,6.3875,2022,7.6962,7.62,0
245,6/1/22,612.14,271.9324,NA,6.6,8.15,2022,-12.827,0,12.827
246,6/2/22,612.14,241.1476,NA,8,9.8375,2022,-30.7848,0,30.7848
247,6/3/22,612.14,220.6244,NA,9.5,9.975,2022,-20.5232,0,20.5232
248,6/4/22,612.14,189.8396,NA,7.3,10.7938,2022,-30.7848,0,30.7848
249,6/5/22,614.68,171.8818,NA,6,9.0438,2022,-17.9578,2.54,20.4978
250,6/6/22,614.68,159.0548,NA,7.7,9.9,2022,-12.827,0,12.827
251,6/7/22,614.68,128.27,NA,9.1,10.3375,2022,-30.7848,0,30.7848
252,6/8/22,614.68,84.6582,NA,11.1,13.0562,2022,-43.6118,0,43.6118
253,6/9/22,614.68,48.7426,NA,12.8,14.7375,2022,-35.9156,0,35.9156
254,6/10/22,614.68,30.7848,NA,14.3,16.8125,2022,-17.9578,0,17.9578
255,6/11/22,614.68,15.3924,NA,14.4,16.4,2022,-15.3924,0,15.3924
256,6/12/22,614.68,7.6962,NA,13.4,15.2812,2022,-7.6962,0,7.6962
257,6/13/22,614.68,5.1308,0,7.2,9.15,2022,-2.5654,0,2.5654
258,6/14/22,614.68,2.5654,0,8.1,10.35,2022,-2.5654,0,2.5654
259,6/15/22,614.68,0,0,12.8,13.9875,2022,-2.5654,0,2.5654
260,6/16/22,614.68,0,0,13.2,16.8437,2022,0,0,0
261,6/17/22,614.68,0,0,10.8,14.325,2022,0,0,0
262,6/18/22,617.22,0,0,9.6,12.2875,2022,0,2.54,2.54
263,6/19/22,617.22,0,0,8.5,9.9562,2022,0,0,0
264,6/20/22,617.22,0,0,9.3,10.8813,2022,0,0,0
265,6/21/22,617.22,0,0,10.4,12.2562,2022,0,0,0
266,6/22/22,617.22,0,0,8.1,12.1875,2022,0,0,0
267,6/23/22,629.92,0,0,7.8,11.4,2022,0,12.7,12.7
268,6/24/22,629.92,0,0,9.2,11.25,2022,0,0,0
269,6/25/22,629.92,0,0,6.8,10.2313,2022,0,0,0
270,6/26/22,632.46,0,0,9,12.225,2022,0,2.54,2.54
271,6/27/22,632.46,0,0,11.9,13.8687,2022,0,0,0
272,6/28/22,632.46,0,0,11.6,14.5688,2022,0,0,0
273,6/29/22,632.46,0,0,7.4,10.3312,2022,0,0,0
274,6/30/22,637.54,0,0,9,12.2875,2022,0,5.08,5.08
275,7/1/22,637.54,0,0,10.2,13.225,2022,0,0,0
276,7/2/22,637.54,0,0,11.2,14.6,2022,0,0,0
277,7/3/22,637.54,0,0,11.2,14.5562,2022,0,0,0
278,7/4/22,640.08,0,0,9.2,13.8625,2022,0,2.54,2.54
279,7/5/22,647.7,0,0,9.3,13.4937,2022,0,7.62,7.62
280,7/6/22,647.7,0,0,10.9,13.5937,2022,0,0,0
281,7/7/22,647.7,0,0,13.2,15.975,2022,0,0,0
282,7/8/22,647.7,0,0,15.3,17.7312,2022,0,0,0
283,7/9/22,647.7,0,0,13.2,16.7938,2022,0,0,0
284,7/10/22,647.7,0,0,13.3,15.0625,2022,0,0,0
285,7/11/22,647.7,0,0,13.7,15.8375,2022,0,0,0
286,7/12/22,647.7,0,0,14.3,16.2875,2022,0,0,0
287,7/13/22,647.7,0,0,12.7,17.1875,2022,0,0,0
288,7/14/22,665.48,0,0,11.8,15.925,2022,0,17.78,17.78
289,7/15/22,668.02,0,0,11.3,14.9437,2022,0,2.54,2.54
290,7/16/22,668.02,0,0,14.9,16.9563,2022,0,0,0
291,7/17/22,668.02,0,0,14.8,17.9875,2022,0,0,0
292,7/18/22,668.02,0,0,12.8,15.9875,2022,0,0,0
293,7/19/22,670.56,0,0,11.2,15.5187,2022,0,2.54,2.54
294,7/20/22,670.56,0,0,13.5,15.8437,2022,0,0,0
295,7/21/22,670.56,0,0,14.3,16.725,2022,0,0,0
296,7/22/22,670.56,0,0,13.1,16.9625,2022,0,0,0
297,7/23/22,678.18,0,0,9.8,13.9375,2022,0,7.62,7.62
298,7/24/22,698.5,0,0,10.6,14.4813,2022,0,20.32,20.32
299,7/25/22,698.5,0,0,13.1,15.1562,2022,0,0,0
300,7/26/22,698.5,0,0,13.6,15.9625,2022,0,0,0
301,7/27/22,698.5,0,0,8.8,12.5125,2022,0,0,0
302,7/28/22,706.12,0,0,9.6,12.6938,2022,0,7.62,7.62
303,7/29/22,706.12,0,0,11.2,13.9875,2022,0,0,0
304,7/30/22,706.12,0,0,9.8,14.1938,2022,0,0,0
305,7/31/22,728.98,0,0,11.5,15.0125,2022,0,22.86,22.86
306,8/1/22,728.98,0,0,11.8,14.85,2022,0,0,0
307,8/2/22,728.98,0,0,11.5,14.6875,2022,0,0,0
308,8/3/22,728.98,0,0,13.7,16.5562,2022,0,0,0
309,8/4/22,728.98,0,0,11.4,16.1125,2022,0,0,0
310,8/5/22,744.22,0,0,12.3,15.6625,2022,0,15.24,15.24
311,8/6/22,744.22,0,0,13.3,15.45,2022,0,0,0
312,8/7/22,744.22,0,0,12.4,14.9375,2022,0,0,0
313,8/8/22,744.22,0,0,13.8,15.625,2022,0,0,0
314,8/9/22,744.22,0,0,14.6,16.6688,2022,0,0,0
315,8/10/22,744.22,0,0,12.9,16.3875,2022,0,0,0
316,8/11/22,744.22,0,0,11.9,15.1375,2022,0,0,0
317,8/12/22,746.76,0,0,10.9,15.125,2022,0,2.54,2.54
318,8/13/22,756.92,0,0,10.5,14.925,2022,0,10.16,10.16
319,8/14/22,764.54,0,0,8.9,14.0313,2022,0,7.62,7.62
320,8/15/22,779.78,0,0,7,9.0063,2022,0,15.24,15.24
321,8/16/22,792.48,0,0,8.9,11.5563,2022,0,12.7,12.7
322,8/17/22,792.48,0,0,11.1,12.775,2022,0,0,0
323,8/18/22,792.48,0,0,9.9,12.5063,2022,0,0,0
324,8/19/22,792.48,0,0,8.4,11.4812,2022,0,0,0
325,8/20/22,797.56,0,0,6.3,10.4875,2022,0,5.08,5.08
326,8/21/22,815.34,0,0,8.1,11.3438,2022,0,17.78,17.78
327,8/22/22,815.34,0,0,9.2,12.0938,2022,0,0,0
328,8/23/22,815.34,0,0,10.7,12.7,2022,0,0,0
329,8/24/22,815.34,0,0,9.1,13.125,2022,0,0,0
330,8/25/22,822.96,0,0,7.2,11.0875,2022,0,7.62,7.62
331,8/26/22,825.5,0,0,7.8,11.425,2022,0,2.54,2.54
332,8/27/22,825.5,0,0,9.5,11.7063,2022,0,0,0
333,8/28/22,825.5,0,0,10.6,12.2438,2022,0,0,0
334,8/29/22,825.5,0,0,12.3,14.275,2022,0,0,0
335,8/30/22,825.5,0,0,12,14.8625,2022,0,0,0
336,8/31/22,825.5,0,0,11.9,14.3625,2022,0,0,0
337,9/1/22,825.5,0,0,13.1,15.8812,2022,0,0,0
338,9/2/22,825.5,0,0,11.8,15.1312,2022,0,0,0
339,9/3/22,825.5,0,0,13.7,15.5687,2022,0,0,0
340,9/4/22,825.5,0,0,14.2,16.7813,2022,0,0,0
